!CSV A.01.01
!Keysight Technologies,P5024A,MY58100101,A.13.90.09
!Date: Friday, January 24, 2020 14:10:27
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
38855000,-7.4585199,70.421501,-47.144733,145.14503,-1.192137,-22.271179,-6.3462019,-84.580055
39850000,-7.898829,58.280613,-57.413845,33.065235,-0.95166534,-15.7017,-10.265714,-105.11718
40845000,-7.7951174,43.293518,-45.316555,43.62394,-4.3231249,-69.845688,-9.0381832,-118.3467
41840000,-8.2925119,30.151423,-51.086399,91.697418,-14.794054,-107.34772,-9.7190571,-137.66191
42835000,-8.1103411,18.641064,-44.440376,24.751604,-2.2531686,-119.12901,-8.3708525,-115.16314
43830000,-8.2382698,5.9560466,-50.858864,136.75787,-0.39855745,-166.28993,-7.8972492,-128.8936
44825000,-9.1432133,-4.6709199,-50.587597,75.679298,-4.3170681,170.34489,-6.8205156,-130.75377
45820000,-9.1514997,-19.229898,-52.732368,-131.10542,1.6213229,134.75056,-7.7884712,-149.44531
46815000,-9.5545607,-26.607189,-53.999321,38.758461,-0.68450731,101.561,-6.3793764,-157.07828
47810000,-9.3882484,-39.566669,-45.953907,-120.52848,4.1271348,39.328362,-7.9370179,-153.68384
48805000,-10.430989,-49.78875,-53.298958,-171.58371,2.0355759,3.7276983,-11.279406,-168.94295
49800000,-10.87053,-61.722111,-54.164028,-9.0378017,2.7606192,2.3303773,-7.1454287,178.07533
50795000,-10.931354,-73.693878,-49.884907,32.797325,1.081905,-62.47826,-10.180071,172.29414
51790000,-11.089566,-86.626862,-61.683361,178.90553,3.9308228,-69.046486,-8.2200117,172.25375
52785000,-11.758587,-98.248344,-47.261307,52.412727,3.5758338,-97.290833,-9.6470156,160.58228
53780000,-12.174434,-114.10641,-62.058956,-165.74753,5.3650904,-150.7556,-6.6341853,143.39755
54775000,-12.515041,-124.85511,-58.93021,32.743195,6.2940187,174.88972,-6.8358026,151.20947
55770000,-12.75806,-137.45682,-52.80439,-122.13708,7.0543747,148.37128,-6.503572,147.9222
56765000,-13.039185,-153.70691,-48.899872,87.592613,5.1689081,105.9649,-7.3971124,128.03006
57760000,-13.215129,-168.30338,-49.554447,-84.840263,9.6710272,70.056892,-7.9016685,130.43471
58755000,-13.767454,178.2384,-46.865192,-133.38977,6.9327965,46.333931,-7.2606473,121.21423
59750000,-13.75234,163.33105,-53.82674,-79.955666,8.3260899,16.917963,-7.2685175,116.77947
60745000,-13.469605,149.01614,-47.800346,42.114124,9.6178274,-23.24777,-10.403153,107.00497
61740000,-13.737028,130.39952,-59.684292,-118.23299,10.329464,-55.437889,-6.5428548,117.78912
62735000,-13.827952,118.31023,-52.802544,27.854982,10.016887,-79.372078,-7.8910036,90.520386
63730000,-13.077567,101.67586,-43.276669,-173.62256,10.374373,-119.26355,-5.4133801,94.857994
64725000,-12.743969,89.574165,-53.982925,-87.109573,10.839888,-149.77303,-7.6931963,85.493515
65720000,-12.824731,75.768822,-48.528496,44.288853,11.468662,175.27336,-7.5749373,88.736565
66715000,-12.48048,62.692444,-55.149914,-157.59758,10.831943,141.97191,-8.1159649,73.191025
67710000,-12.198041,48.994873,-58.624569,76.683456,9.9380112,111.39537,-6.5304704,72.472305
68705000,-11.744562,32.968994,-52.938496,169.05461,10.068542,80.825829,-6.5169487,45.443527
69700000,-11.531721,21.427361,-47.846649,-179.71945,10.364498,51.009647,-4.9893279,60.411972
70695000,-11.308527,9.0548592,-50.699001,32.093746,9.7291498,14.751549,-6.6184988,41.137596
71690000,-11.055468,-2.3258853,-48.482574,-43.056782,9.0105991,-17.09717,-7.4236107,41.52169
72685000,-10.500281,-14.453206,-50.076057,26.415804,8.6356726,-48.83651,-6.2350144,29.962332
73680000,-10.405838,-26.229534,-54.324673,-172.71513,8.246459,-75.063454,-7.132452,17.711491
74675000,-10.136884,-38.008282,-50.203163,-101.65856,7.0939455,-107.65914,-7.610065,12.175292
75670000,-10.0805,-48.461834,-51.147415,32.135887,5.6939125,-133.38205,-6.4193759,8.2263393
76665000,-9.6147766,-59.634514,-64.415985,-82.124771,4.0975285,-149.31358,-6.31178,7.37468
77660000,-9.808918,-69.451553,-52.083664,-21.757488,3.928297,-165.20116,-6.8226352,-0.16963698
78655000,-9.4963617,-80.114769,-48.682991,18.452869,1.7460445,-167.46193,-7.6048555,-3.8945394
79650000,-9.4864273,-89.973022,-50.140652,-3.6461267,0.49487525,167.15979,-7.2615929,-10.086454
80645000,-9.5454216,-99.770393,-59.381927,119.81555,-0.24938098,170.74231,-6.7233901,-23.147635
81640000,-9.6597557,-110.10396,-46.432083,-112.18413,4.4399147,140.1031,-6.2563081,-30.994402
82635000,-9.4441366,-118.92238,-50.539154,103.81435,7.3027148,119.39378,-6.9517841,-38.011379
83630000,-9.6265011,-129.26024,-54.167782,133.56137,10.678062,92.421043,-5.3369603,-38.288181
84625000,-9.6507959,-136.37161,-49.714596,-155.81474,10.319422,60.447456,-7.4424176,-58.9459
85620000,-9.5487432,-145.93314,-48.046967,-101.13977,12.65756,39.336029,-5.6407828,-56.670868
86615000,-9.966177,-153.97728,-48.755596,-136.88229,13.882422,4.7052164,-6.3231211,-67.250412
87610000,-9.722106,-162.64687,-48.788639,-7.9183707,14.910123,-21.056553,-6.4949493,-75.872597
88605000,-10.00088,-171.75177,-56.039238,-65.605995,16.172987,-53.043198,-5.53265,-73.865913
89600000,-10.062757,-179.55215,-45.754551,-28.606506,16.204681,-81.831627,-5.1808467,-80.543373
90595000,-10.15187,171.56068,-42.960583,120.48301,17.36331,-110.13326,-5.7885652,-92.720207
91590000,-10.517475,164.46271,-53.990868,24.310989,18.137722,-141.90668,-6.3109417,-87.79174
92585000,-10.878316,155.03293,-47.984314,-112.11423,19.222218,-171.89752,-6.7180786,-100.3819
93580000,-10.722528,147.98387,-54.67841,177.8774,19.880278,158.16823,-6.9127855,-111.24308
94575000,-10.728815,138.97195,-50.710178,-63.104317,20.183582,128.73518,-5.5208716,-118.50807
95570000,-11.087613,133.9776,-54.780041,10.50134,21.30797,98.161575,-5.9887757,-123.07446
96565000,-11.411253,126.15888,-57.700211,-26.43648,21.792459,68.690208,-7.0537343,-131.16295
97560000,-11.184771,118.30191,-48.770447,34.858105,21.873636,40.599361,-3.3749065,-110.60747
98555000,-11.748816,110.51604,-49.982189,167.10718,21.949492,9.8950577,-6.5115767,-140.26329
99550000,-11.628529,102.20422,-48.85355,101.02816,22.276182,-16.764341,-5.32934,-150.38971
100545000,-12.274438,98.397591,-50.277962,-61.249905,22.696371,-47.504986,-4.397625,-152.24843
101540000,-12.240048,91.302025,-52.613213,109.72642,22.855888,-75.406158,-6.0459423,-153.6861
102535000,-12.141548,83.152824,-57.263004,17.019882,23.127895,-106.50407,-6.3603106,172.50237
103530000,-12.715649,76.631668,-49.802464,33.879532,23.426712,-135.35959,-3.4463694,-175.60483
104525000,-12.693313,70.549706,-49.354816,-65.131966,23.237633,-163.46397,-7.3773026,-171.27376
105520000,-13.143476,61.402985,-49.001598,-163.14084,23.484934,165.62939,-8.6834888,-178.57491
106515000,-13.384822,56.568718,-51.429482,77.05278,23.840332,140.78226,-5.3587785,164.33792
107510000,-13.259865,51.693844,-47.00338,-15.38475,23.448278,114.42746,-3.6081743,157.69611
108505000,-13.533668,42.531113,-57.05019,-164.85649,23.151522,84.424858,-4.7846327,162.52505
109500000,-13.786849,36.55444,-45.321575,-85.322289,22.727051,58.652206,-5.5846915,140.5244
110495000,-13.75467,30.992455,-53.429646,156.97043,22.735401,35.111893,-2.8632197,118.28736
111490000,-14.185209,25.700846,-52.706459,140.12967,22.217205,10.979311,-5.2025828,141.30177
112485000,-14.477085,19.988855,-56.942436,-171.75699,21.734695,-8.8148184,-4.8577724,128.5303
113480000,-14.183208,11.511218,-50.292061,-95.210556,21.438757,-22.355162,-2.8929648,101.54665
114475000,-14.609272,4.8298211,-54.429592,-15.363626,22.055754,-37.701584,-3.8514507,108.36541
115470000,-14.574605,0.17443144,-51.217087,-145.78044,23.723749,-48.648903,-5.8495097,92.913902
116465000,-14.285222,-4.7610664,-53.452591,88.776268,26.404612,-65.647537,-3.910105,88.006592
117460000,-14.866675,-11.183657,-58.333069,37.31802,28.595415,-87.47908,-4.3640528,64.075768
118455000,-15.254258,-18.55456,-50.991421,-27.629562,31.337925,-113.1975,-3.6295326,54.680912
119450000,-16.108723,-19.030315,-43.449486,-162.11023,33.646191,-142.24657,-6.9022799,72.725342
120445000,-15.726492,-28.58761,-51.270851,134.76331,35.947708,-173.56631,-6.0211973,37.709362
121440000,-16.176523,-31.333513,-58.533405,95.76535,38.102043,154.1581,-6.7301521,40.279186
122435000,-15.69786,-39.668938,-49.643425,111.10201,39.80817,117.71818,-6.5339947,45.601563
123430000,-16.001905,-46.562748,-52.824898,59.367542,41.032246,81.335762,-4.2160425,42.200947
124425000,-15.8505,-50.117424,-61.580894,-159.59692,42.318825,44.96302,-10.08097,52.180256
125420000,-16.870096,-55.042496,-59.521698,178.48273,43.086941,8.8845921,-11.402607,8.0517616
126415000,-16.681616,-61.099247,-56.077358,-147.5235,43.801662,-27.768412,-11.478026,2.4215665
127410000,-16.774511,-66.903442,-69.690125,122.14996,44.155052,-63.097042,-5.5274444,46.436771
128405000,-17.118818,-75.481743,-51.963478,-45.280308,44.415848,-97.340698,-12.729165,-0.10142887
129400000,-16.842541,-79.0327,-52.690895,-50.63763,44.683014,-131.16243,-21.315262,-158.72334
130395000,-16.773436,-80.732246,-64.767731,173.93164,44.911118,-164.38074,-5.4084425,31.843374
131390000,-17.349564,-86.758698,-52.101337,146.0385,45.079887,163.5231,-16.66412,1.246678
132385000,-16.964495,-94.449303,-58.362385,21.800117,45.177811,130.72192,-9.3533678,-5.2466969
133380000,-16.768513,-96.983414,-52.712994,157.44614,45.257145,98.802773,-12.092749,-29.867304
134375000,-17.132141,-104.65472,-47.696465,155.57191,45.32304,67.696259,-9.7744408,2.1889563
135370000,-17.365622,-109.75317,-56.901463,-42.15731,45.40152,36.466457,-7.0075288,12.808916
136365000,-17.508728,-114.19404,-54.884857,114.9337,45.514534,5.7001214,-10.869121,-43.445339
137360000,-17.137154,-122.45197,-57.718204,150.814,45.491318,-25.012575,-14.323006,-28.826292
138355000,-17.138327,-124.19154,-48.641727,94.359634,45.550751,-55.546555,-8.2321367,-49.711857
139350000,-17.738823,-129.55037,-54.817497,-108.00648,45.68404,-85.532959,-7.7370691,-33.907219
140345000,-17.984917,-133.69472,-49.192764,-58.790089,45.783123,-115.98267,-8.0222578,-70.486923
141340000,-17.926411,-141.58281,-57.920677,-44.433273,45.827713,-145.64935,-9.5681477,-36.298534
142335000,-17.664249,-144.17503,-51.371708,-57.720795,45.842453,-175.96927,-6.9542794,-52.829414
143330000,-17.482841,-148.64133,-47.74662,142.41983,45.916504,154.21419,-11.807878,-60.7066
144325000,-17.595257,-153.21445,-57.936195,134.03574,45.960289,124.51985,-9.590517,-78.362816
145320000,-17.435484,-156.41129,-45.659222,141.46568,45.979382,95.143555,-10.523417,-144.13104
146315000,-17.644333,-163.85312,-48.447632,67.951828,46.005344,65.407974,-37.878201,-90.894882
147310000,-18.31245,-168.89746,-44.94429,-62.665585,46.079361,35.523773,-7.1103373,-96.220451
148305000,-18.517376,-168.91841,-52.271889,-106.31208,46.069424,5.7724442,-9.3939562,-72.076988
149300000,-17.835447,-177.524,-47.440994,-173.00708,46.01627,-22.764902,-6.0646639,-130.52814
150295000,-18.156513,177.69861,-48.484161,-64.074303,46.121262,-52.483143,-5.180048,-108.26929
151290000,-18.156256,172.71283,-47.269421,-89.383621,46.080639,-81.543579,-13.580223,-105.99712
152285000,-17.678238,167.73744,-52.337967,11.534991,46.158524,-110.00153,-12.069783,-167.22559
153280000,-17.956898,161.87363,-53.315987,119.79231,46.203121,-139.33397,-10.058074,-118.71439
154275000,-17.838146,154.23256,-47.528027,-63.414223,46.214886,-168.24715,-16.608467,-74.974251
155270000,-18.372326,152.95073,-64.339302,111.49588,46.154793,162.92473,-3.9632843,-148.0825
156265000,-17.817991,147.61208,-48.680183,-126.32051,46.090431,133.96175,-13.440814,-80.68631
157260000,-18.249413,144.88725,-58.833115,62.049538,46.119804,105.13551,-12.042599,-143.26999
158255000,-18.333622,138.00908,-52.561783,11.649112,46.070961,76.336945,-18.024275,-51.095654
159250000,-18.011648,130.68625,-48.007004,145.24092,46.101612,47.830765,-16.657322,-72.005966
160245000,-17.775364,127.63688,-50.754494,77.139877,46.097786,19.266672,-11.469136,-147.2686
161240000,-18.49963,123.13475,-63.569904,-131.01871,46.085335,-9.2253656,-9.8103867,-137.98433
162235000,-18.464474,117.64957,-46.411793,39.128929,46.114876,-37.768345,-19.031286,10.582466
163230000,-17.933783,115.86806,-54.591293,-39.305218,46.08017,-65.907822,-20.979479,169.20734
164225000,-17.789387,103.23009,-49.245758,-49.468121,46.163158,-94.605354,-12.149158,174.33194
165220000,-19.001762,102.84178,-54.123432,-61.286484,45.967373,-123.78546,-14.971716,-161.37488
166215000,-17.87915,96.367767,-55.82946,-83.920677,46.010433,-151.56734,-11.735758,-102.82808
167210000,-17.993357,93.896088,-50.002831,-44.576393,45.954155,-179.44826,-6.6598177,-127.23905
168205000,-18.327141,87.677254,-57.446754,15.312221,45.879314,152.54686,-13.640083,119.7797
169200000,-18.250118,75.780624,-62.783146,-52.564014,45.862579,124.59832,-15.282362,158.19588
170195000,-18.474564,72.7118,-66.340988,-29.288469,45.90884,96.242378,-10.273967,156.06276
171190000,-18.447403,68.732552,-63.621552,124.88486,45.86314,68.352226,-23.437948,141.12984
172185000,-17.926796,68.87587,-58.758377,-151.77582,45.931568,41.306759,-10.083061,167.83891
173180000,-17.905704,59.634861,-48.712177,-13.104778,46.016346,12.43207,-14.052,-147.77638
174175000,-18.334934,52.107906,-57.558151,179.07961,45.931625,-16.441193,-9.0130119,152.90279
175170000,-18.047358,45.249607,-49.992535,-138.99768,45.880054,-44.07254,-6.9107423,150.19223
176165000,-17.461679,47.015789,-43.086967,-150.24443,45.83984,-70.623482,-12.90296,131.82462
177160000,-17.575941,39.98024,-54.630993,89.809166,45.813782,-98.622505,-4.4315524,146.65723
178155000,-18.321136,35.848267,-49.842236,34.314949,45.65567,-126.31274,-15.411129,103.98385
179150000,-18.230366,25.404573,-48.342251,-161.36583,45.643063,-154.38654,-9.4563951,120.02641
180145000,-18.307968,24.451332,-60.744442,-13.219481,45.598335,178.42358,-13.94839,123.14934
181140000,-18.310202,20.405504,-49.139977,-0.1663408,45.64201,150.95683,-9.3910217,151.76743
182135000,-18.262508,13.215294,-50.85601,-63.800503,45.756943,123.37009,-6.6981525,115.18434
183130000,-17.555336,10.768885,-49.825279,85.930984,45.84948,95.713173,-9.8690176,154.42401
184125000,-18.378344,-2.6380901,-51.585011,64.880997,45.643627,67.241798,-10.769626,151.44434
185120000,-17.762144,-1.0641209,-51.164028,133.61186,45.70845,40.105038,-8.3577642,107.66908
186115000,-17.334318,-8.2677965,-52.476757,111.93674,45.687931,11.925664,-9.4491558,90.763443
187110000,-17.924578,-13.931975,-46.741806,71.794418,45.602276,-15.409162,-10.806635,62.950691
188105000,-17.755625,-18.420755,-45.355968,-35.5168,45.532501,-42.467304,-11.437407,122.63479
189100000,-17.538111,-28.703094,-49.749851,-81.993416,45.542946,-70.989388,-5.6564736,72.588394
190095000,-17.782921,-31.505669,-49.746761,56.174412,45.413017,-97.170929,-29.685364,-120.90978
191090000,-17.968058,-37.147106,-53.349659,-117.88771,45.541214,-124.59749,-10.442787,57.205734
192085000,-17.543175,-45.118763,-47.801342,-51.728287,45.589409,-152.25992,-7.4185023,81.36116
193080000,-17.955425,-44.415493,-53.133835,26.620361,45.659164,-179.50984,-15.790246,120.65958
194075000,-16.796553,-52.689762,-55.079998,151.80231,45.660393,151.77052,-8.250927,5.3110123
195070000,-17.287384,-59.271698,-55.212143,-42.524727,45.60368,125.05505,-10.44118,18.315939
196065000,-17.634062,-65.06031,-56.519279,137.87173,45.478184,98.154434,-10.284277,66.956146
197060000,-18.28595,-70.177582,-50.859764,17.832964,45.467255,70.200188,-7.1343846,19.219267
198055000,-17.986362,-76.321205,-51.645851,-97.605423,45.356941,42.80484,-12.691926,-4.5717764
199050000,-17.251856,-82.220604,-58.961388,-85.713547,45.307961,14.968853,-14.872863,14.027845
200045000,-17.528118,-86.424896,-55.44109,-85.690842,45.339619,-11.473072,-8.102993,8.1700745
201040000,-16.693316,-90.315041,-56.533463,-89.144928,45.37048,-39.02018,-14.134614,37.66711
202035000,-17.279814,-94.723541,-53.706425,-100.85233,45.463291,-66.015831,-10.516223,-18.140749
203030000,-16.983175,-104.13645,-59.566097,20.093554,45.45108,-93.453026,-14.099108,8.8017101
204025000,-17.337959,-107.89974,-62.272091,113.38963,45.444382,-120.90359,-9.7782526,11.260938
205020000,-17.65509,-114.19377,-49.919098,-11.930916,45.362206,-147.91771,-11.862528,-17.863024
206015000,-18.030371,-111.78643,-54.211151,-78.566322,45.451675,-175.70872,-9.5458221,26.667627
207010000,-17.284714,-121.56602,-55.784168,-134.78409,45.190865,156.83362,-6.9734344,7.5033498
208005000,-17.850121,-125.51075,-71.690689,-39.950195,45.347385,129.89368,-10.285878,4.61449
209000000,-17.473362,-132.49768,-51.539921,65.038223,45.259472,102.74834,-5.7661715,-17.560453
209995000,-16.756804,-138.74167,-52.260582,-174.09818,45.128136,76.466537,-5.0351524,-45.154106
210990000,-17.717451,-148.13522,-45.930859,-79.812119,45.23616,49.926674,-6.647902,-39.889229
211985000,-17.510752,-148.61171,-49.212349,146.4812,45.270031,22.534229,-7.5926075,-52.864685
212980000,-16.943794,-152.62375,-51.660625,-83.488678,45.173599,-4.885231,-8.0368414,-65.283928
213975000,-16.881294,-157.05162,-48.607788,-124.05539,45.248932,-32.682369,-18.516714,-60.967915
214970000,-17.323816,-165.85263,-54.741085,124.18098,45.303623,-59.348759,-8.9851284,-45.694122
215965000,-16.869577,-170.8755,-51.295288,155.55486,45.116032,-86.186066,-16.176332,-74.408218
216960000,-17.328215,-176.30836,-47.947491,-112.02908,45.075756,-113.35703,-10.892827,-65.853218
217955000,-17.511511,176.71053,-52.493416,-18.175089,45.033138,-140.61644,-14.44991,-105.15918
218950000,-16.776972,173.35815,-62.266872,96.679047,44.992535,-166.75803,-8.665803,-73.137314
219945000,-17.542385,167.425,-51.939495,49.383732,45.08009,165.88213,-11.905627,-114.3365
220940000,-17.820019,161.75346,-52.912426,-105.7635,45.143623,139.22868,-9.5459433,-131.87238
221935000,-16.914734,157.71686,-51.221024,88.747643,44.998089,112.27574,-10.087345,-133.91563
222930000,-17.312443,152.70572,-47.181343,101.30164,45.080784,86.070236,-15.458197,155.47437
223925000,-17.45966,143.66534,-46.848118,-173.78427,45.168217,58.480518,-7.2518682,-150.50964
224920000,-17.279074,142.1348,-47.173687,-69.136909,45.01907,31.671141,-5.5738363,-126.94184
225915000,-16.910862,135.45593,-47.150349,-64.096954,44.996208,4.9711723,-4.4095907,-133.89151
226910000,-17.74938,127.86796,-52.033852,-63.735706,45.015854,-22.342667,-13.777236,-146.07076
227905000,-17.41884,129.9126,-56.323952,-77.605003,44.90337,-48.69305,-16.295155,-132.50061
228900000,-17.231636,120.11005,-49.402794,82.146973,44.945919,-75.096748,-7.1324434,-158.55789
229895000,-17.084606,119.06187,-48.806763,-3.5962162,44.926914,-101.51776,-7.1951299,-142.65388
230890000,-17.851915,112.04596,-49.350834,-178.78957,44.971863,-128.73645,-8.2759848,-170.70367
231885000,-16.825897,102.84241,-48.863377,-62.512691,45.052849,-155.17467,-8.5659494,169.06189
232880000,-17.210348,100.52342,-63.832943,67.884171,45.107723,177.87582,-9.2277288,169.49409
233875000,-17.554844,93.23558,-51.553749,146.26907,45.076126,150.31181,-5.6450934,171.89499
234870000,-17.067579,87.541862,-40.715084,-88.394958,45.147476,123.8511,-14.786685,163.74182
235865000,-17.040678,80.206856,-49.500591,127.19459,45.161774,96.621971,-6.1075387,174.408
236860000,-17.15906,81.517891,-51.161423,36.603748,45.088486,70.322868,-6.9900031,153.12338
237855000,-16.62121,69.222748,-44.315132,-94.821098,45.18351,43.338634,-6.7683458,161.70915
238850000,-17.28388,65.330177,-50.978519,-128.43582,45.126457,16.567202,-13.339625,76.318916
239845000,-18.097496,57.088604,-51.271992,46.299763,45.080147,-10.16723,-4.6340771,151.7632
240840000,-16.966303,50.725349,-54.206207,44.049889,45.244137,-36.742653,-8.9110718,141.94743
241835000,-17.331249,52.565613,-72.390884,-7.772891,45.25127,-63.159824,-26.617329,132.33005
242830000,-17.083271,47.343334,-60.947334,63.843964,45.316776,-90.124443,-5.7853689,108.16734
243825000,-17.844753,41.084438,-51.733604,40.865742,45.269882,-117.17239,-11.874866,117.95667
244820000,-17.737097,34.765156,-47.019531,77.530258,45.299522,-144.10573,-11.480471,178.85716
245815000,-17.426989,27.979149,-55.672039,172.33031,45.383434,-171.44809,-6.7866855,111.66391
246810000,-17.006083,24.543106,-48.361996,-51.401852,45.451241,161.34248,-6.5487547,86.970123
247805000,-18.084036,19.721407,-47.267605,-103.22025,45.358391,135.17712,-5.0483069,89.551796
248800000,-16.955706,11.497602,-47.391399,15.093,45.421455,108.36025,-13.048626,150.61497
249795000,-17.78669,7.4446287,-57.47274,23.326227,45.36694,81.679909,-7.9586449,82.097519
250790000,-17.721306,-1.9402747,-53.259205,-108.68736,45.38755,54.354641,-11.57881,105.36982
251785000,-17.047457,1.3522147,-54.118397,9.2148581,45.556049,28.145681,-8.3648129,78.683403
252780000,-17.591461,-12.31911,-49.728558,117.23021,45.477337,0.45946282,-12.149186,79.05368
253775000,-17.487368,-16.347473,-53.917587,147.01395,45.507099,-26.388815,-11.966257,63.807758
254770000,-17.768263,-23.236193,-48.084198,11.719465,45.506401,-53.470947,-10.509628,64.396416
255765000,-17.627407,-22.410385,-53.723667,-27.627964,45.55294,-80.078743,-7.0754685,25.640247
256760000,-17.47241,-31.388927,-51.229965,-71.750259,45.563084,-107.27127,-7.8337855,74.245911
257755000,-17.505783,-32.013252,-48.49823,-128.18707,45.574333,-133.93011,-11.225407,42.250668
258750000,-17.494448,-41.001648,-52.185497,139.22586,45.596455,-160.64398,-6.4724469,4.3286805
259745000,-17.541344,-45.511837,-47.266254,-112.23382,45.502903,172.25327,-7.3630633,45.102978
260740000,-17.49074,-50.218403,-50.753681,-146.4964,45.573219,145.72922,-18.166519,-8.8416119
261735000,-17.309402,-63.26062,-61.759594,128.3385,45.550098,118.74634,-10.469781,-4.1908879
262730000,-17.519735,-61.719852,-61.83849,-69.911148,45.663403,91.682945,-5.4599032,50.339405
263725000,-17.475849,-66.101807,-54.854362,101.10753,45.653675,64.540779,-9.1862984,8.7866077
264720000,-17.114128,-70.34716,-56.351105,135.1512,45.676083,37.533844,-9.0791435,33.111752
265715000,-16.961119,-75.697289,-48.177582,-45.257313,45.660381,10.310011,-10.087249,-2.5474224
266710000,-17.059654,-81.723907,-57.563969,174.15935,45.56245,-16.84926,-8.1376724,0.078238867
267705000,-17.108353,-90.042809,-49.581459,31.937771,45.494102,-43.257446,-6.7735996,16.706377
268700000,-17.633093,-94.850876,-47.405281,97.691406,45.544567,-70.083092,-9.4727583,-19.531967
269695000,-17.692478,-100.50719,-63.187767,-68.996017,45.48217,-96.222557,-8.7106619,-28.163101
270690000,-17.370794,-102.81249,-50.112366,-120.80746,45.506451,-123.26807,-17.301016,-24.456264
271685000,-17.467735,-108.99677,-53.461876,-120.89518,45.55006,-149.42474,-4.5123806,-37.88538
272680000,-17.401972,-115.78657,-48.331532,-25.197527,45.57814,-176.32591,-13.279628,-57.858383
273675000,-17.759775,-117.91528,-47.907394,83.516296,45.596546,156.60815,-11.346566,-79.282013
274670000,-17.881618,-127.02476,-48.431786,-59.230042,45.516041,129.48482,-7.3315825,-39.293457
275665000,-17.802656,-133.1572,-61.262615,-133.4769,45.567253,103.09791,-7.9327288,-38.472134
276660000,-17.748169,-138.26645,-51.455612,21.547407,45.513786,75.926491,-5.5240302,-65.169403
277655000,-17.644239,-143.47917,-63.850693,128.17574,45.509941,49.468338,-9.9385996,-86.25145
278650000,-18.068674,-146.83571,-52.745213,-38.580017,45.450993,22.430887,-9.1912622,-65.97953
279645000,-17.504671,-152.12814,-50.748291,90.925255,45.386169,-3.7160742,-7.7353106,-94.543709
