!CSV A.01.01
!Keysight Technologies,P5024A,MY58100101,A.13.90.09
!Date: Friday, January 24, 2020 14:01:00
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(MAG),S11(DEG),S12(MAG),S12(DEG),S21(MAG),S21(DEG),S22(MAG),S22(DEG)
73680000,0.29944456,-26.877167,0.0057715825,72.536781,0.011092169,113.47903,0.41812512,28.850313
74675000,0.32000637,-34.846493,0.0038330187,-145.95236,0.0019925516,16.475142,0.41337088,20.29767
75670000,0.32319105,-49.133217,0.0036315741,-28.687511,0.0065795975,164.23618,0.43190861,14.586128
76665000,0.33484674,-58.254383,0.0017984369,176.15221,0.0056140176,-120.58015,0.44202641,9.008091
77660000,0.33182719,-70.765778,0.0035650595,-154.57597,0.0052907784,75.034515,0.43212104,-0.062152442
78655000,0.33582503,-78.609642,0.0021268572,79.278603,0.011110154,77.351692,0.43786398,-6.7264342
79650000,0.32870167,-89.305992,0.0040809698,85.72345,0.0040860204,-18.444048,0.45247576,-12.452073
80645000,0.34599137,-100.22377,0.0014738926,39.540779,0.0039335419,10.309243,0.43621099,-20.46586
81640000,0.32706636,-107.8865,0.0043729167,125.03033,0.0051025827,-17.725853,0.4578315,-25.394499
82635000,0.34437662,-117.25271,0.0027086611,131.08286,0.0062967367,-14.346356,0.45238787,-34.252022
83630000,0.32880366,-127.69044,0.0055775819,116.77352,0.0012813063,-22.335527,0.44888705,-38.158344
84625000,0.33783555,-137.25432,0.005082035,-117.73752,0.0054404805,-130.59518,0.4591755,-47.58437
85620000,0.33072272,-147.18909,0.0041329837,-4.3530788,0.0014918732,-177.23398,0.4547177,-54.74802
86615000,0.32677507,-155.39755,0.0028255794,-161.58598,0.0018519708,-64.796585,0.4542101,-59.432289
87610000,0.32228208,-164.72343,0.0074168723,78.625992,0.0083218748,12.717658,0.46736839,-66.30455
88605000,0.31571105,-172.16748,0.0030989193,1.2854095,0.0094465911,97.065666,0.46505028,-73.731468
89600000,0.31624803,179.06668,0.0007176103,178.9639,0.0094384858,-151.14165,0.47055098,-80.326515
90595000,0.30595574,170.67964,0.0041906456,-57.512577,0.0056115389,149.65605,0.4660657,-88.280182
91590000,0.30347162,165.06216,0.0043875696,26.929903,0.0067039435,109.61393,0.47234434,-94.225098
92585000,0.29859388,155.04097,0.0020207858,137.6467,0.0048301718,-131.44699,0.47610688,-100.74638
93580000,0.28943551,147.67349,0.00076667871,68.640564,0.0057276012,-105.14218,0.47830969,-106.317
94575000,0.28973684,136.83,0.0020773192,-98.154099,0.0063115507,23.452002,0.4855859,-112.87777
95570000,0.28142861,134.30708,0.0030740022,-100.66012,0.0070156702,-150.61253,0.50379485,-120.14059
96565000,0.27292356,126.96143,0.0027595882,-47.863579,0.0029460697,1.9379059,0.48557705,-126.39345
97560000,0.2738699,117.14448,0.0015479142,-0.62353551,0.004579945,49.487728,0.47915825,-133.42146
98555000,0.26088411,111.60641,0.002760021,-34.300297,0.016406769,-172.82468,0.49788433,-139.46533
99550000,0.2526252,103.80192,0.0013844498,107.96746,0.010432659,-92.660126,0.49651539,-146.82587
100545000,0.25340652,95.804779,0.0041911304,149.92445,0.0073427195,153.13239,0.49326786,-154.1236
101540000,0.2395025,90.151443,0.0014974847,58.284,0.0077330796,-40.966774,0.50203902,-159.93532
102535000,0.23771285,81.886177,0.0032310465,-150.00497,0.0011724967,-26.632235,0.51148331,-168.63448
103530000,0.23004498,76.199089,0.0037202481,152.31998,0.014435565,50.206856,0.50746059,-174.13176
104525000,0.24037033,68.604172,0.0034875835,134.78015,0.022948379,60.529129,0.50249439,-178.96124
105520000,0.22519188,62.181641,0.0054618842,-43.308102,0.011459302,76.828232,0.51340425,172.21545
106515000,0.21457018,58.297283,0.0006342085,12.671296,0.0010927288,109.87443,0.51578176,166.37814
107510000,0.21638994,50.138229,0.0013736053,141.71231,0.013758028,-24.046637,0.52489263,158.38336
108505000,0.21843642,44.780338,0.0020034446,-23.768181,0.0080215298,-143.851,0.52974468,150.36829
109500000,0.21501878,37.820713,0.002660736,116.83238,0.01579077,-163.24254,0.53349102,144.48306
110495000,0.19747338,27.712971,0.0034770172,160.60161,0.0060985163,96.307365,0.51439029,135.99294
111490000,0.19792031,24.515524,0.0043040272,-35.801056,0.012931548,148.78821,0.52547818,129.66467
112485000,0.19976117,17.230413,0.0036369266,-141.45634,0.013493652,116.88182,0.52902991,120.20946
113480000,0.18801147,14.403888,0.0032629611,-7.4979496,0.010584838,179.0213,0.54158562,113.31995
114475000,0.18259294,5.9838872,0.0056205029,-142.22421,0.0048808698,101.23811,0.52713287,106.36033
115470000,0.18565732,1.2465633,0.0011446694,172.48485,0.019457737,78.988663,0.52956581,96.82077
116465000,0.17971949,-2.7574134,0.0030792297,-96.73246,0.0078554219,-105.94611,0.53107375,90.558922
117460000,0.18082468,-14.273094,0.0036494853,-126.12577,0.0067397784,77.583519,0.54128653,81.929688
118455000,0.17253488,-16.502226,0.0023678439,96.070602,0.0085005704,38.253189,0.51242357,73.182487
119450000,0.16740283,-25.058359,0.0037729042,123.08225,0.02111857,-43.034176,0.51101738,64.225082
120445000,0.16256231,-25.10569,0.0023297698,153.15186,0.011561828,-63.120209,0.48951927,54.590717
121440000,0.17096898,-36.978062,0.0023657263,-22.255749,0.0043010195,25.277596,0.47493681,43.46973
122435000,0.16858917,-37.85553,0.0050988104,-26.466074,0.019133566,-144.77081,0.47051474,34.925159
123430000,0.16695794,-47.665871,0.0028790175,-11.23411,0.011971241,-160.13423,0.41729146,27.291935
124425000,0.15759978,-53.094879,0.0026564035,147.53316,0.0085484469,-149.46442,0.36331862,18.05283
125420000,0.15295459,-59.639431,0.0020471171,106.23048,0.011114464,-67.338211,0.34835228,10.686602
126415000,0.16064286,-63.898529,0.00041266618,-59.53688,0.040928159,104.08564,0.2853379,6.8847375
127410000,0.14913526,-68.067467,0.0048249485,-78.597786,0.0073036221,37.577305,0.26362106,4.1747451
128405000,0.15388781,-70.906731,0.0020524561,166.76616,0.030241912,81.967133,0.2185917,4.5776482
129400000,0.14138781,-74.158737,0.0014196794,-49.234928,0.028440634,23.370907,0.2436689,3.1074994
130395000,0.14784792,-82.75869,0.0045630815,-65.971916,0.0096189464,-131.35028,0.25614703,-1.3245933
131390000,0.1406641,-92.396072,0.0015187203,170.2041,0.023439145,-89.164833,0.25785381,-6.0623145
132385000,0.13603084,-89.576866,0.0038523818,4.1828117,0.0086187515,15.599955,0.26636925,-7.0886755
133380000,0.13533702,-96.124336,0.0018457155,15.147954,0.013875284,-138.81458,0.25025856,-9.8518171
134375000,0.14465077,-102.61064,0.0012154084,159.49918,0.0041887066,-84.541962,0.25071517,-21.572126
135370000,0.14389679,-111.58997,0.0027359868,-174.59657,0.0064727329,-166.28581,0.23621193,-24.723925
136365000,0.13090707,-112.73843,0.00242754,-38.129093,0.031774357,140.31248,0.25196019,-24.655998
137360000,0.13082835,-118.15002,0.0039072847,79.604042,0.015287763,147.52184,0.26959825,-33.166725
138355000,0.12881665,-122.70529,0.0063000107,122.89144,0.021721762,130.11655,0.27623552,-36.594704
139350000,0.12648605,-134.43726,0.0020858231,140.41646,0.021115148,36.973091,0.22117628,-45.641476
140345000,0.13250694,-134.81424,0.0022004247,-111.03975,0.021888958,36.669373,0.24874693,-55.439438
141340000,0.13394445,-143.23868,0.0036196848,125.94929,0.018658994,73.418144,0.22562046,-56.6054
142335000,0.13141927,-141.02348,0.0045376117,7.8793206,0.013817161,-13.443047,0.23177508,-69.168457
143330000,0.12419721,-145.82292,0.0024559873,-115.86957,0.030218549,-76.042572,0.21076973,-69.713806
144325000,0.12622036,-152.22853,0.0014167713,-25.026667,0.037370358,-78.638786,0.207672,-76.151054
145320000,0.12866561,-156.19756,0.0050394339,-149.28027,0.0085552474,-164.88394,0.22596762,-85.207649
146315000,0.12193326,-165.24521,0.0028387783,-84.813873,0.025723031,-176.34637,0.2246193,-85.57106
147310000,0.12430093,-170.56726,0.0030682147,-159.21819,0.017270729,127.66394,0.19785357,-97.035088
148305000,0.1274464,-171.53384,0.0042156684,-30.585632,0.013152475,-173.06187,0.19597702,-98.572197
149300000,0.13126378,-177.96211,0.0023264498,135.71492,0.033574786,148.8571,0.17702146,-98.256935
150295000,0.13765644,178.75241,0.0039907428,-93.656723,0.01106119,127.36626,0.18910769,-106.28356
151290000,0.12059479,170.71352,0.0031337275,166.76289,0.014068953,53.630226,0.1534743,-112.48946
152285000,0.12931204,165.00365,0.0021189544,78.422066,0.0061185025,171.77631,0.17875636,-114.00896
153280000,0.11944076,164.02814,0.0021441609,47.633823,0.01944929,59.442509,0.18200846,-127.14787
154275000,0.1252476,160.26971,0.0037010736,135.55142,0.023032807,-39.811794,0.1395267,-116.22388
155270000,0.12307407,152.95924,0.0037720134,27.208977,0.01230101,-107.32172,0.15269676,-137.91872
156265000,0.12485124,144.92155,0.0007530601,-143.09445,0.024380971,-127.056,0.14316782,-136.99762
157260000,0.13048729,142.32547,0.0038392856,-78.88269,0.017931629,-159.57257,0.15958668,-123.1047
158255000,0.12454458,138.62714,0.0030405668,-143.71779,0.024063546,-136.04913,0.15254283,-130.72321
159250000,0.12305994,132.1834,0.0048872707,128.57021,0.022122603,100.4714,0.15291338,-152.35661
160245000,0.12074759,124.80773,0.00041301959,-173.14299,0.0057653449,-159.97836,0.14164335,-146.66289
161240000,0.12889367,123.2261,0.0024584027,-163.58902,0.021469111,-177.11577,0.1383168,-144.92149
162235000,0.13052554,114.56267,0.0055816285,-6.6662064,0.022583481,69.734421,0.13255073,-154.85857
163230000,0.12344916,112.47202,0.0011985075,-169.08858,0.024692258,95.337288,0.15056637,-153.29265
164225000,0.11928469,106.59138,0.00057760661,107.97836,0.018428579,61.111977,0.17623369,-158.39052
165220000,0.12411118,100.98053,0.0023841267,156.5728,0.024298668,23.41799,0.14870507,-152.51926
166215000,0.12213498,91.515152,0.0024672132,27.158447,0.0048277345,-87.294128,0.18193778,-162.6559
167210000,0.1232683,87.945091,0.0037347679,139.97203,0.013773439,3.1583693,0.15487391,-168.7951
168205000,0.11947157,82.858849,0.0027357102,148.54617,0.02306064,-47.979385,0.15800281,-176.761
169200000,0.12427686,81.200157,0.0023604466,-12.943101,0.01284942,151.32286,0.16247392,171.80492
170195000,0.11865702,74.260101,0.0019285587,-30.545313,0.029366467,-173.96011,0.177233,-179.06088
171190000,0.13368326,66.370079,0.00035362924,-4.6833482,0.019469235,132.52029,0.16280571,177.04297
172185000,0.12191405,64.854378,0.0019214145,-107.62212,0.014488614,91.586357,0.18036915,172.0341
173180000,0.10894856,66.093124,0.0027586876,110.94936,0.021336161,118.49787,0.1962284,165.72456
174175000,0.12327209,55.380825,0.0049918941,173.47951,0.013880803,140.84137,0.19444464,163.29521
175170000,0.11998359,54.056438,0.001305408,125.36203,0.043584015,89.866959,0.197321,151.02826
176165000,0.13001324,45.891644,0.0054523963,1.1427943,0.0028601068,-40.533665,0.18682411,155.10594
177160000,0.11977796,34.325813,0.005930807,-168.14502,0.032912847,57.068775,0.2059395,147.56552
178155000,0.12596422,30.692484,0.0015728492,69.161293,0.033102956,46.190029,0.20658104,136.358
179150000,0.12303362,31.714649,0.0018682962,-145.96983,0.022328094,-57.194988,0.20137829,138.76703
180145000,0.12967622,25.200182,0.0027367424,-79.736023,0.018191392,-20.45787,0.21402562,127.34296
181140000,0.12579204,13.716895,0.0013383511,87.020187,0.0042064488,-163.79654,0.21504714,128.15491
182135000,0.13071208,9.6526003,0.001422463,44.166405,0.038582727,-100.91484,0.23841122,125.24145
183130000,0.12924474,3.3543372,0.0027404842,162.75383,0.024366107,-179.52579,0.22396265,114.07047
184125000,0.11392324,-1.229761,0.0014058136,14.167295,0.022132505,-172.72922,0.22753824,105.81582
185120000,0.1159142,-2.4733505,0.0021473984,-36.398388,0.010004694,145.42973,0.24877748,107.20094
186115000,0.12497102,-10.897841,0.00076448475,34.157181,0.0162866,54.80891,0.22829968,98.540176
187110000,0.12478539,-15.084332,0.0025654216,-161.8535,0.033524416,102.64681,0.24366467,92.950935
188105000,0.12527804,-25.919991,0.0018900717,141.9623,0.0080153001,3.2885642,0.24389637,86.04512
189100000,0.13997647,-23.646032,0.001772254,-91.903152,0.010584619,-93.83371,0.24093436,82.423058
190095000,0.1491075,-25.366713,0.0048440835,-75.771378,0.025557226,82.97332,0.24320562,74.353966
191090000,0.11658868,-37.41824,0.0027279835,48.632114,0.024223231,-30.812902,0.23653023,72.800568
192085000,0.13780043,-40.37318,0.0064012958,-162.1869,0.010666184,173.6991,0.24673802,62.757248
193080000,0.14827459,-51.784683,0.0045581954,-84.130455,0.0080095204,66.163147,0.27448115,57.717537
194075000,0.14005499,-53.894081,0.0031878257,5.8241892,0.019513199,-99.668167,0.26343226,52.70668
195070000,0.13851012,-60.617226,0.0053685773,173.76273,0.036991142,-100.74948,0.26333547,50.121109
196065000,0.12903614,-61.509426,0.0044807866,9.0386591,0.012487192,166.86461,0.26844552,40.347492
197060000,0.13201082,-66.520569,0.0020125145,-125.47596,0.017688645,-161.87209,0.28025001,38.60289
198055000,0.1317887,-74.881363,0.0039735259,-171.3808,0.015257472,50.548096,0.27376634,27.712603
199050000,0.14356533,-79.148636,0.0046202466,132.08661,0.032836419,121.2409,0.25095034,24.756153
200045000,0.12969308,-85.436569,0.0014394035,6.1238513,0.03301863,145.14963,0.28085628,16.397793
201040000,0.13799712,-91.98967,0.00077403319,93.322762,0.022093128,112.91552,0.28258747,12.719545
202035000,0.13235575,-95.592857,0.00076609815,3.2706046,0.017331801,77.477356,0.27762792,7.3876977
203030000,0.13450187,-100.01292,0.00091516,-82.988976,0.013781032,46.120121,0.28004915,5.1309948
204025000,0.13396044,-106.88238,0.0042532342,63.860809,0.0082792211,41.374939,0.26761743,-6.1829343
205020000,0.13829179,-110.87631,0.0030078834,-91.420296,0.019040173,-12.904769,0.29663095,-9.7768631
206015000,0.13582842,-114.77695,0.0032481782,14.100036,0.0054287137,-51.317513,0.27411866,-15.908576
207010000,0.133433,-120.74352,0.0031152894,174.82439,0.01572524,-63.594826,0.2821255,-20.548601
208005000,0.14214888,-129.20404,0.0036359169,109.91104,0.016420387,-92.590744,0.29606661,-29.919552
209000000,0.14368367,-132.0889,0.0018743287,79.757607,0.018735781,-124.19605,0.30115804,-34.779236
209995000,0.13432474,-135.87523,0.0035011577,45.25589,0.010064405,-135.45633,0.29566205,-39.416367
210990000,0.14351597,-144.35844,0.0032206653,90.717789,0.010398935,-138.08961,0.30690682,-44.846184
211985000,0.13925007,-151.05768,0.0030847352,-2.8166134,0.03116107,-179.58571,0.30384237,-48.471172
212980000,0.13088095,-153.73962,0.0017846619,-125.1825,0.011279115,159.79134,0.31029418,-58.139465
213975000,0.1340967,-161.50604,0.0019963381,177.66852,0.029088594,89.843224,0.31071216,-58.983364
214970000,0.13021219,-165.27454,0.0023078183,-115.56889,0.0071162577,97.106934,0.29448494,-71.090729
215965000,0.14780816,-168.1461,0.0038975405,-145.26448,0.00017384536,-43.414867,0.3184402,-75.268135
216960000,0.1380029,-174.25395,0.0018342911,105.08427,0.023106353,18.670742,0.29694608,-79.380569
217955000,0.13960136,175.6412,0.0026695644,105.75583,0.0078809736,169.32895,0.31716919,-88.352287
218950000,0.13268672,175.51918,0.0033927362,169.01978,0.016276423,-51.546379,0.29462567,-94.067223
219945000,0.13807051,166.38129,0.002459978,54.202198,0.016096815,-83.148399,0.31488398,-96.72039
220940000,0.13186169,163.57492,0.0037270612,60.14748,0.01281964,-137.63701,0.32803804,-105.6291
221935000,0.13015516,156.54182,0.0055183084,-142.9731,0.018538941,-150.81242,0.30891344,-108.52383
222930000,0.13924469,152.8383,0.0040506111,-15.350794,0.007437381,-128.12151,0.33198318,-117.63112
223925000,0.129489,145.23251,0.0016891307,176.61737,0.016271733,77.853912,0.29632029,-120.47371
224920000,0.13660111,142.431,0.0033175403,-0.37838975,0.020053314,101.89055,0.32060266,-125.9726
225915000,0.13665789,134.43869,0.004559502,110.9571,0.026586112,55.168095,0.31143996,-132.63571
226910000,0.13580832,131.16228,0.0071994606,-136.32318,0.027147554,126.66146,0.34195185,-139.63521
227905000,0.13232172,122.8103,0.0010641133,137.27907,0.029976085,48.701889,0.32200775,-147.25887
228900000,0.1329051,122.31207,0.0015956206,-171.3441,0.019706285,52.299824,0.32709119,-149.74352
229895000,0.13695614,111.9327,0.0022367383,40.172234,0.036987465,5.7971759,0.33456999,-155.01244
230890000,0.12575531,107.53527,0.0035811947,53.892426,0.032717463,11.625783,0.33656645,-165.67302
231885000,0.13005494,100.54168,0.0033464143,101.21468,0.0069697467,-62.934532,0.30071765,-171.46349
232880000,0.13937896,94.189011,0.0012123135,-171.17513,0.013067361,-8.6716681,0.32806793,-174.58209
233875000,0.13775708,90.553154,0.0037721207,45.649334,0.021790741,-67.832458,0.33347633,179.08537
234870000,0.14046314,85.258232,0.0044388669,65.977753,0.020122502,-83.474808,0.33626977,177.9426
235865000,0.139561,83.21051,0.0010995732,-88.910721,0.015300419,-129.85526,0.34137747,171.20541
236860000,0.13876717,78.942963,0.0016865021,169.49118,0.023067676,-78.66407,0.34525141,164.24355
237855000,0.14178489,71.438782,0.0012245141,-39.291679,0.012600935,133.66843,0.31729689,157.53896
238850000,0.13532577,64.90831,0.0024903461,-4.7207518,0.0091446955,-167.56866,0.32226086,148.22252
239845000,0.13123173,59.804474,0.0048968741,151.44865,0.0036723167,134.16637,0.35494894,144.70818
240840000,0.13689545,56.20126,0.0022418953,-63.834347,0.014237584,55.738441,0.33846459,143.30061
241835000,0.13192479,46.516895,0.00098020758,127.78461,0.006586513,2.2769425,0.35167772,134.72385
242830000,0.13681191,42.754467,0.0052955132,-148.48863,0.01762075,-13.599678,0.35847569,130.69061
243825000,0.12335408,37.509323,0.0026410955,-106.27895,0.017227409,25.31419,0.34978738,122.41315
244820000,0.1370406,27.419714,0.001779056,-135.95587,0.011426817,24.323856,0.34511998,116.27747
245815000,0.13457565,24.698175,0.002292064,-166.60701,0.011193228,-132.63728,0.3358919,109.08752
246810000,0.12932394,15.995798,0.0024423508,40.539963,0.024448205,-104.60629,0.35009778,106.83293
247805000,0.13511598,11.68904,0.0050976723,74.516205,0.016189842,-125.61414,0.35416564,98.533501
248800000,0.1415315,6.2287889,0.0040760082,-58.85955,0.010016534,169.14574,0.36199817,94.975288
249795000,0.13655314,3.704432,0.0043376833,-149.6915,0.020575907,116.60944,0.33294103,86.318344
250790000,0.13726506,0.064140774,0.0045684758,-5.3063955,0.020222995,138.95158,0.33755252,81.202042
251785000,0.13226917,-6.7863808,0.0072040479,130.25542,0.0024739557,-64.693123,0.34204632,75.052063
252780000,0.12725757,-7.1735883,0.0046724794,-30.259493,0.015262444,87.386848,0.3539061,70.862114
253775000,0.13306595,-12.809146,0.0044634249,39.297871,0.0081492253,126.10965,0.33194533,66.155083
254770000,0.14300679,-20.088205,0.0015074186,73.959198,0.016094005,66.102005,0.35591391,62.323421
255765000,0.13919534,-28.695101,0.0051319129,-47.539818,0.024089778,25.158722,0.36084557,53.866322
256760000,0.12257291,-35.945122,0.0036300074,16.467108,0.013700129,94.089119,0.34314111,44.7341
257755000,0.13880879,-39.779789,0.0014629752,149.32628,0.029982772,-84.054642,0.3455385,43.215611
258750000,0.13055153,-40.494514,0.0020795425,153.09467,0.015793961,-118.88294,0.337239,35.918858
259745000,0.14536802,-48.42033,0.00031530569,-131.71994,0.0073390333,31.315411,0.3556293,36.362259
260740000,0.12836273,-56.313099,0.0024284702,26.246656,0.0033226318,127.07947,0.31920776,30.51413
261735000,0.12829468,-58.176144,0.0038757606,-100.89828,0.034891751,-146.31744,0.3571361,18.938484
262730000,0.13501807,-67.690956,0.0036783398,-164.5769,0.010638565,10.332233,0.32892454,14.513483
263725000,0.12822475,-65.410393,0.0047972621,173.26184,0.0084287571,-161.93927,0.36028761,13.119339
264720000,0.13230079,-77.931732,0.0032144787,51.441845,0.0048213438,47.926682,0.34022671,6.1669526
265715000,0.13789465,-77.996048,0.0036391164,-113.16212,0.029227464,41.429886,0.33744651,-5.7059598
266710000,0.13599002,-88.389877,0.0039190543,151.85406,0.019967986,17.909546,0.32720298,-12.371043
267705000,0.13089716,-92.457024,0.00098922965,28.354704,0.01703088,20.108236,0.33626342,-14.649745
268700000,0.13365625,-99.361465,0.0018262563,119.72697,0.026674042,-55.443394,0.3203733,-17.735422
269695000,0.13554886,-99.33287,0.0019039799,101.35241,0.019030588,-10.174688,0.32083705,-23.896708
270690000,0.12900564,-103.65455,0.001880159,-175.31213,0.020475704,15.19273,0.34147817,-30.83758
271685000,0.13519672,-110.32259,0.0028795085,8.0529079,0.024164585,-37.10717,0.32707515,-39.175915
272680000,0.13329914,-116.897,0.0032261026,-86.97374,0.024241416,-99.010132,0.3223916,-45.159809
273675000,0.14366555,-121.32898,0.0013069035,89.046509,0.020799639,-94.692299,0.31814045,-49.005451
