!CSV A.01.01
!Keysight Technologies,P5024A,MY58100101,A.13.90.09
!Date: Friday, January 24, 2020 13:33:18
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
44825000,-6.6753249,-172.24126,-52.937794,-31.927904,7.2093511,-49.740158,-24.718046,-106.05869
45820000,-7.124774,176.07089,-42.413391,121.10126,8.5379486,-66.769295,-36.687004,-162.97852
46815000,-7.6628022,164.11143,-47.243301,92.718895,10.57305,-78.871124,-29.827925,-22.24387
47810000,-8.2016935,154.74303,-55.951004,132.06615,9.86129,-97.655357,-28.879528,-13.182513
48805000,-8.6847105,144.44678,-50.753769,92.851089,11.794492,-114.37257,-22.765934,-119.29606
49800000,-9.22721,133.84337,-47.174419,50.918659,13.197276,-126.15481,-35.539364,95.065132
50795000,-9.8760223,124.75452,-46.027508,-177.5405,14.344758,-137.57314,-29.155954,-168.40665
51790000,-10.041456,114.64428,-75.73748,-47.700035,15.431417,-151.59189,-27.136045,152.14969
52785000,-10.846311,105.35468,-44.041653,-178.47093,16.125866,-165.15846,-28.332554,-17.610096
53780000,-11.169936,96.379028,-56.169743,11.506203,17.067514,-179.0446,-32.842075,-171.63554
54775000,-11.548846,87.157417,-51.249538,108.85559,17.853729,167.13239,-26.237358,33.078041
55770000,-12.344104,78.727531,-62.49913,123.7485,18.652813,154.50038,-40.255867,-41.774261
56765000,-12.705193,70.302055,-52.520153,-171.9426,19.841894,143.78938,-29.054672,-178.25835
57760000,-13.007341,64.392403,-51.554234,162.5717,20.344303,129.46335,-27.279549,3.3998547
58755000,-13.566949,54.061058,-55.940784,-124.60421,21.289839,116.55126,-25.521011,141.39139
59750000,-14.047051,45.658058,-45.490517,-126.58364,21.900743,103.91473,-22.787628,75.495918
60745000,-14.113183,40.631664,-51.684841,-56.644051,22.761126,92.304001,-26.374548,-37.739193
61740000,-14.671313,32.097569,-59.114933,-152.01692,23.528185,77.650101,-25.859577,16.631901
62735000,-14.439635,23.867434,-56.347775,51.651409,24.462902,66.600136,-36.984489,12.066474
63730000,-15.093028,15.347294,-46.967239,-36.421432,25.231089,54.590878,-29.75312,174.49631
64725000,-15.102815,9.2012596,-48.249748,-5.1908965,25.639944,42.59988,-25.068533,36.057472
65720000,-15.448755,2.24687,-48.659893,137.61273,26.345335,29.357462,-31.878452,13.253188
66715000,-15.97801,-7.9452648,-42.777485,134.90933,26.846783,17.261053,-26.966549,113.03873
67710000,-16.47002,-11.683141,-53.854786,-154.12852,27.432961,5.4018316,-28.559862,-107.23674
68705000,-16.337069,-16.843678,-46.694771,129.42209,28.030853,-6.764503,-41.895401,21.690392
69700000,-16.411915,-22.471695,-51.953659,5.4115286,28.689915,-18.672377,-27.275614,-78.422119
70695000,-15.845918,-33.323368,-44.69133,-88.855919,29.23521,-31.174988,-33.729176,-57.261543
71690000,-16.992075,-42.913235,-48.858185,-19.658108,29.596777,-43.566017,-27.756851,102.33878
72685000,-17.057371,-50.431389,-47.588745,160.4897,30.085701,-54.837349,-31.083384,-37.4641
73680000,-16.442513,-52.118668,-48.622616,-120.93069,30.628405,-66.948738,-47.475765,-40.378647
74675000,-16.762396,-62.478813,-50.049824,-97.065567,31.000618,-79.292252,-25.463198,44.985962
75670000,-17.535572,-68.154686,-56.483154,25.609688,31.366423,-89.83432,-26.286125,-55.873085
76665000,-17.038332,-72.223717,-49.319447,47.966129,31.745115,-102.35467,-28.080503,-71.205147
77660000,-17.613123,-81.571007,-48.663391,-137.47179,32.0989,-112.83458,-29.266068,-43.508934
78655000,-17.290045,-86.406075,-56.641781,152.83612,32.445976,-124.96025,-25.872896,-79.698776
79650000,-17.199314,-94.676987,-44.213863,-165.45462,32.70723,-136.18718,-28.395666,-5.3590908
80645000,-17.818302,-99.856354,-47.955719,-110.3283,33.032852,-147.04919,-34.016983,-106.2082
81640000,-17.310688,-104.90357,-48.827663,24.626884,33.28083,-158.26607,-25.983438,36.853951
82635000,-17.819977,-111.26958,-53.999012,18.313797,33.534489,-169.69881,-24.758173,-143.53601
83630000,-18.584223,-118.32519,-51.077377,-74.427368,33.807957,179.92418,-35.173008,-19.040375
84625000,-17.595634,-127.02135,-55.071259,-173.46455,33.850693,168.82666,-26.675455,-30.706738
85620000,-18.153385,-132.86983,-61.914059,135.91879,34.222439,158.39072,-23.893164,-89.4739
86615000,-18.43169,-139.08524,-44.05574,57.485531,34.411022,148.0081,-30.326199,-56.852886
87610000,-18.668289,-144.94806,-46.679779,-55.309071,34.552959,137.30872,-19.96604,37.360359
88605000,-18.369013,-151.54562,-43.869045,102.9454,34.676216,127.10285,-19.477425,-122.25222
89600000,-18.578812,-158.61244,-50.69202,171.92099,34.857334,116.68608,-26.873936,14.672408
90595000,-18.398684,-161.58057,-43.926323,57.710476,34.936115,106.05679,-24.736347,160.19354
91590000,-18.343018,-170.68767,-54.317802,143.80165,35.077026,96.454109,-19.117126,-54.927776
92585000,-17.993969,-174.26942,-49.833874,21.544443,35.145889,86.359474,-25.153492,-41.192978
93580000,-18.263067,177.11241,-54.402611,110.72733,35.281239,76.936264,-24.941952,39.294384
94575000,-17.346855,174.32207,-51.31057,54.131702,35.284607,66.639511,-17.982262,177.64021
95570000,-18.011826,167.36909,-54.376186,176.23975,35.48262,57.497673,-36.200687,-112.97376
96565000,-18.118343,159.10121,-48.006706,-20.632992,35.595081,47.671146,-25.128927,-148.29953
97560000,-18.061117,157.34955,-50.592419,-97.621376,35.540821,37.852406,-34.336678,-163.94281
98555000,-19.06517,145.0659,-51.987164,145.51088,35.783852,28.414652,-30.653942,94.399399
99550000,-18.700726,143.81656,-48.743706,-12.514673,35.739456,18.723833,-27.889393,-119.94041
100545000,-18.457941,132.42122,-54.801964,30.847118,35.94154,9.9491663,-26.301693,-101.00742
101540000,-18.754654,126.21284,-58.51368,108.85941,35.964275,0.57492155,-18.575005,-149.54092
102535000,-18.358027,122.9659,-50.764828,158.92392,36.02515,-8.3711491,-25.74996,2.0825849
103530000,-18.077875,121.78685,-51.646404,-1.181959,36.015305,-17.109468,-22.594637,74.78067
104525000,-19.001947,111.02126,-53.748623,118.00275,36.069244,-26.923512,-27.916424,-159.72794
105520000,-18.925791,106.66172,-74.357681,-11.114395,36.143303,-35.963959,-21.481899,-123.91889
106515000,-18.345776,97.401909,-47.897583,-10.622536,36.292919,-44.388233,-23.152702,-129.98941
107510000,-18.103546,90.999985,-54.476265,-14.132037,36.340019,-53.116558,-23.626856,-15.288671
108505000,-18.162518,86.422745,-54.630085,-135.84169,36.428871,-61.689995,-29.563385,-99.192665
109500000,-18.468725,82.317711,-46.425709,100.53761,36.436535,-70.485649,-24.379831,105.11529
110495000,-18.152657,70.544945,-49.125195,48.477772,36.545326,-79.11187,-18.625183,156.61552
111490000,-18.543867,69.550278,-55.705948,-160.39189,36.53368,-87.607079,-29.669334,115.57337
112485000,-18.674957,65.644272,-47.582317,-88.675293,36.519669,-96.084366,-32.710358,172.02956
113480000,-17.789083,59.612484,-53.988811,-72.088585,36.69157,-104.16014,-27.88084,152.75504
114475000,-17.648087,50.943081,-60.214836,31.462973,36.707344,-112.87502,-31.691618,130.03778
115470000,-17.913517,41.258648,-51.859398,18.654978,36.781898,-121.95824,-19.126734,117.85425
116465000,-18.494839,40.149261,-51.255177,-20.76005,36.761265,-129.68346,-25.719984,151.4303
117460000,-18.360703,31.228321,-50.419613,31.991121,36.794479,-138.48891,-21.852789,21.877928
118455000,-18.151262,26.929825,-57.370708,124.23837,36.836811,-146.69603,-21.955799,163.96767
119450000,-18.137815,16.657261,-57.28616,163.47794,36.902111,-154.90411,-22.970343,157.44333
120445000,-18.800446,20.486994,-54.259212,104.8568,36.881618,-162.68481,-20.913292,-101.324
121440000,-17.931345,9.8598909,-52.498817,106.7607,36.979774,-171.64636,-32.783749,-33.14637
122435000,-18.416826,1.2890892,-55.548103,-107.80302,37.038296,-179.26389,-25.028351,103.19962
123430000,-18.001099,1.2893552,-47.436268,149.97899,37.049244,172.44249,-26.358305,51.24382
124425000,-18.131929,-9.0841331,-53.955856,81.732826,37.033691,164.23567,-27.689756,-113.58195
125420000,-17.992476,-19.930048,-63.820698,-132.85429,37.071716,156.18846,-21.956743,-83.400139
126415000,-17.551468,-23.795065,-51.472885,35.769268,37.136738,147.93631,-24.982204,48.930367
127410000,-17.973471,-27.121862,-51.69978,151.72073,37.12706,140.22137,-35.577477,-72.123848
128405000,-17.853029,-39.601681,-45.104561,121.2562,37.088169,132.1024,-17.064837,-102.57907
129400000,-17.645752,-41.737076,-59.572151,156.73904,37.186996,124.23205,-34.22113,122.88043
130395000,-18.182251,-39.708042,-43.27718,134.53366,37.297211,116.83966,-19.515745,-152.84119
131390000,-18.058697,-51.066399,-45.948734,-161.72713,37.228962,108.53409,-21.171722,-9.0315752
132385000,-17.569769,-54.259583,-52.916172,96.093842,37.322361,100.85982,-20.987444,55.523876
133380000,-16.861794,-64.765053,-47.550915,162.63814,37.298721,92.292503,-21.960821,-137.45676
134375000,-18.143682,-66.868401,-56.093285,-23.971519,37.396515,85.304794,-21.080332,128.35844
135370000,-18.044901,-74.173477,-46.278839,-94.781837,37.386185,77.4804,-18.401621,26.257339
136365000,-17.404354,-75.976791,-50.032513,-102.97012,37.488113,69.10051,-25.312794,32.956882
137360000,-18.008976,-88.716339,-48.952286,163.13145,37.385437,62.028194,-16.458576,40.144905
138355000,-17.613413,-90.460083,-60.787617,95.722145,37.459141,54.183697,-22.688068,159.07716
139350000,-17.329401,-96.899826,-57.447601,112.70432,37.513023,46.173965,-20.530302,76.52285
140345000,-17.424829,-107.4788,-47.807133,-101.35857,37.430695,38.635506,-33.876678,2.530071
141340000,-17.15081,-107.71981,-52.372196,-121.23194,37.394043,30.879234,-24.658026,-177.03488
142335000,-17.441378,-117.8763,-46.249561,-121.52321,37.519764,23.568642,-30.798344,101.42376
143330000,-17.547632,-121.72464,-55.561878,11.997556,37.533688,15.95898,-23.212524,-54.974506
144325000,-17.219839,-126.5808,-50.89756,75.07164,37.479965,8.0554838,-25.415857,38.636902
145320000,-17.093098,-135.01103,-54.353035,176.31761,37.530964,1.7095641,-18.717714,128.98778
146315000,-17.277803,-140.3495,-58.211552,27.2313,37.623138,-6.4511371,-17.749002,27.611803
147310000,-17.185802,-144.93272,-50.560455,-49.532001,37.606674,-14.09833,-24.833944,108.34518
148305000,-17.325962,-151.99434,-53.755848,82.209587,37.579628,-21.443687,-30.682745,-24.392244
149300000,-17.034714,-156.32228,-49.913826,-51.094833,37.585762,-29.024937,-23.919279,-58.540569
150295000,-17.529804,-159.21985,-59.883812,-140.42102,37.62141,-37.038544,-21.637064,-45.751637
151290000,-16.993528,-165.07971,-44.504856,145.36531,37.618179,-44.272465,-26.219095,14.840864
152285000,-17.020121,-173.01241,-47.115288,63.45108,37.618492,-51.315666,-25.994869,-45.794739
153280000,-16.737034,-175.25871,-48.82703,52.339287,37.616245,-59.202953,-24.043455,160.3773
154275000,-17.131641,173.63005,-48.110527,35.966972,37.711536,-65.914894,-30.715433,-22.394217
155270000,-16.884033,167.52174,-53.527203,-60.704441,37.708534,-73.4049,-30.767555,117.92443
156265000,-17.112164,161.03215,-47.993851,80.41658,37.728516,-80.290779,-26.758455,-132.64072
157260000,-16.898348,155.96513,-50.460129,-89.953773,37.723167,-87.912994,-24.656284,-122.94624
158255000,-16.437836,154.14848,-46.212284,-151.77292,37.638596,-95.099525,-25.25223,144.43822
159250000,-17.153786,143.43819,-49.879635,10.438166,37.788376,-102.64777,-26.333517,38.67168
160245000,-17.109741,140.81535,-45.913197,149.30504,37.747211,-109.81287,-25.557941,61.010632
161240000,-17.409304,136.4191,-58.334927,102.84497,37.673916,-117.34887,-22.741148,101.66238
162235000,-17.211952,131.3593,-61.846478,171.16074,37.770245,-124.41702,-18.810921,102.14365
163230000,-17.016115,121.31506,-47.848179,155.1628,37.705925,-131.91386,-24.937901,147.12378
164225000,-17.116983,119.63354,-45.296329,61.034409,37.706673,-139.11545,-26.270746,-20.795795
165220000,-17.181534,115.29288,-51.761715,131.30791,37.742287,-146.14021,-24.314695,143.84454
166215000,-17.015417,107.06273,-51.388123,-164.20729,37.758537,-153.32646,-15.45404,-75.336945
167210000,-17.674171,101.25874,-44.849987,86.992645,37.802795,-161.35953,-28.248461,169.884
168205000,-17.353745,96.706276,-45.095913,70.79554,37.81636,-167.89307,-24.073204,168.76224
169200000,-16.877459,88.416588,-46.53186,-39.401733,37.793716,-174.96858,-25.724527,174.60777
170195000,-17.232002,88.418427,-51.273685,-140.02896,37.725811,177.6404,-42.352962,-78.729042
171190000,-17.157167,80.122299,-52.084339,-83.292686,37.79319,170.88429,-24.774021,87.349327
172185000,-17.022593,72.60305,-46.494568,-134.73969,37.830402,163.54472,-23.13316,144.51489
173180000,-17.224504,68.548401,-44.965897,-156.83783,37.749382,156.61377,-23.27128,-55.957539
174175000,-17.404026,65.964172,-55.171619,78.845055,37.805229,149.65884,-21.765038,-30.765791
175170000,-17.210018,57.259056,-58.545124,-11.393847,37.802593,142.1187,-20.939333,-91.833755
176165000,-16.816198,50.424843,-55.268112,20.477385,37.874702,135.11868,-22.142467,119.59457
177160000,-17.325209,45.581177,-53.165077,-56.024811,37.781197,128.04549,-18.482512,-53.534782
178155000,-17.352978,34.988144,-50.025101,-32.135422,37.839745,120.63199,-25.784189,15.257524
179150000,-16.671322,29.785707,-51.903873,-155.75771,37.898735,113.40862,-28.359236,-121.89697
180145000,-17.079004,24.075428,-54.074436,148.00806,37.865944,106.62972,-25.281374,-151.93323
181140000,-16.402439,25.623951,-48.940807,-33.108921,37.95163,100.34671,-19.288191,-114.89648
182135000,-16.792431,10.056176,-54.334633,-91.034225,37.87986,92.198174,-30.667425,156.48679
183130000,-16.761734,11.695983,-63.165844,-42.476021,37.968082,85.926521,-25.793007,107.53328
184125000,-16.969986,7.6466455,-50.453636,53.763081,37.909084,79.217857,-23.949528,-87.835678
185120000,-17.407625,0.70719165,-50.53973,-109.3933,37.949215,71.860809,-19.386305,108.56486
186115000,-16.869806,-8.9187441,-48.820324,-174.84392,37.908997,64.599937,-24.439369,-115.9986
187110000,-17.554495,-14.11733,-45.827599,22.199097,37.873211,57.821609,-19.025846,136.29646
188105000,-17.661501,-13.724174,-45.407146,8.5187721,37.925205,51.377232,-27.719097,97.33931
189100000,-16.64876,-24.113146,-47.36742,-2.873173,37.942879,43.850872,-37.7397,67.54409
190095000,-16.812737,-31.472649,-58.429733,65.491402,37.941887,36.859447,-35.230335,-10.235715
191090000,-16.828226,-41.588135,-60.972393,29.260616,37.889572,29.371647,-26.991543,99.693985
192085000,-17.176109,-42.774746,-51.810627,-87.331795,37.963257,22.708534,-29.420097,64.885971
193080000,-17.161161,-45.943626,-51.403629,146.57494,37.907055,15.577838,-16.650719,30.292191
194075000,-17.788845,-55.077709,-47.784267,-22.872046,37.922821,9.2551804,-38.274796,52.897518
195070000,-16.926706,-59.619293,-59.36697,35.058342,37.950752,1.9023371,-33.665306,145.09979
196065000,-17.042068,-65.008057,-47.787136,8.3901873,37.976254,-4.8082442,-27.098682,16.618732
197060000,-16.761024,-72.333176,-58.664497,-136.69276,37.9114,-11.589755,-27.604235,150.23993
198055000,-17.06938,-74.911049,-55.384808,13.889509,38.003426,-18.523157,-20.896114,90.147949
199050000,-18.05975,-79.361061,-52.194279,143.30365,38.048306,-24.884102,-36.29533,107.98804
200045000,-16.892233,-84.343407,-52.366829,36.988174,38.016407,-32.666294,-19.432461,-81.771996
201040000,-17.362345,-94.398712,-50.248245,-72.75219,37.978397,-39.198753,-23.964136,110.15023
202035000,-17.266783,-100.34043,-51.291565,53.786846,37.978287,-46.056141,-26.765396,-46.275139
203030000,-17.69656,-100.55051,-53.473251,-154.24031,38.072552,-52.801582,-21.674326,147.73055
204025000,-17.046907,-107.89048,-60.557793,-21.895624,38.009754,-59.829037,-26.721207,85.801384
205020000,-16.969524,-113.33063,-59.238739,-169.6368,38.030113,-66.939095,-28.348564,41.688332
206015000,-17.18825,-113.9285,-52.163372,-176.36169,38.061348,-74.304352,-16.526396,57.91642
207010000,-16.616056,-124.37112,-53.281342,-96.130859,37.9837,-80.837608,-23.262188,25.076931
208005000,-17.203926,-130.47058,-47.915234,-44.003071,38.063065,-87.400742,-20.362448,-17.695072
209000000,-17.264076,-132.54886,-46.529156,98.234039,38.047104,-94.731537,-21.372358,-145.59074
209995000,-16.938807,-140.02542,-51.651157,-128.38441,38.041161,-101.41991,-26.033266,-42.25169
210990000,-16.592541,-143.69858,-45.988041,115.19775,37.922966,-108.23138,-23.916731,-21.157946
211985000,-16.706671,-154.26883,-48.902561,104.10296,37.957321,-114.40761,-21.878918,137.69876
212980000,-16.987961,-154.3257,-52.828533,12.910902,38.017197,-121.54331,-25.177954,-114.61847
213975000,-16.739317,-164.25479,-49.346867,87.06588,37.993084,-128.1888,-21.759111,30.580021
214970000,-17.309309,-168.90016,-50.984844,-163.69514,38.020889,-135.26393,-24.034863,88.999283
215965000,-17.089115,-173.56067,-63.395718,12.47468,38.041473,-141.68457,-18.876947,38.222561
216960000,-16.457367,178.43826,-54.965229,167.43825,38.057098,-147.99223,-28.177622,-14.170008
217955000,-17.647652,171.23845,-66.684517,-31.786936,38.095425,-155.89879,-23.820168,-91.04158
218950000,-17.184284,169.25749,-49.179188,156.44687,38.003052,-162.8931,-22.361874,85.991722
219945000,-17.48671,161.7453,-49.229572,-88.815826,38.082096,-169.03638,-23.45797,-27.108814
220940000,-18.015432,160.43161,-57.396866,-166.74925,38.079872,-176.53897,-21.306055,-109.1732
221935000,-16.404173,147.77997,-53.691452,-127.54209,38.097923,178.24205,-28.003687,-113.32352
222930000,-17.262407,150.86768,-45.594273,29.150927,37.969746,170.51929,-24.042511,158.96712
223925000,-17.231836,140.95932,-49.778015,154.20821,38.098412,163.81142,-18.577438,-138.82903
224920000,-17.722143,137.92204,-54.81356,-176.51521,38.007759,156.69171,-26.210659,57.42588
225915000,-17.368164,130.13609,-51.622562,75.08036,38.072739,150.45157,-32.604401,14.927879
226910000,-16.763367,123.871,-58.29847,-18.096573,38.093678,143.80701,-22.615732,17.313625
227905000,-17.948576,120.16613,-49.481194,-157.13675,38.091492,136.54814,-38.421623,64.826416
228900000,-16.418306,116.21008,-58.036434,-10.520061,38.064533,130.81122,-25.988607,2.2532859
229895000,-17.689869,110.32109,-49.543091,106.53135,38.055573,123.23725,-18.88101,-146.05887
230890000,-17.507757,104.4454,-52.600433,82.411583,38.103905,116.65401,-21.462135,121.48818
231885000,-17.445675,95.823112,-55.727787,-56.587017,38.128246,109.75898,-28.135769,-20.039562
232880000,-18.054913,89.795883,-51.630634,137.47653,37.999638,102.88001,-21.684599,-94.654167
233875000,-17.887384,90.186546,-58.412777,46.235729,37.969467,96.832687,-25.148422,175.01752
234870000,-17.903872,77.538803,-41.439228,126.35047,38.071033,89.385468,-20.357878,-157.23567
235865000,-17.719296,71.78196,-47.609146,168.26768,38.080769,82.330299,-19.165354,-3.3516426
236860000,-17.583969,72.135193,-45.820698,69.118515,38.082649,76.971222,-31.254154,-7.750061
237855000,-18.073595,60.152561,-46.821941,165.75311,38.050083,68.987564,-20.497198,-90.811836
238850000,-17.282581,62.449753,-54.954475,133.16194,38.162643,63.264355,-23.564655,86.757416
239845000,-17.730347,51.713612,-55.279095,22.238495,38.10815,55.753117,-20.475864,136.12224
240840000,-17.293015,47.835293,-51.795639,160.69026,38.146194,49.528858,-21.357895,-44.103497
241835000,-16.790672,43.230427,-46.911613,-152.73015,38.217564,43.19577,-19.949272,-58.232876
242830000,-17.34659,34.246395,-51.799561,-97.14724,38.162693,36.080746,-28.521835,-107.54678
243825000,-17.3899,30.790199,-53.886593,-118.92377,38.092533,29.342436,-50.772995,85.790428
244820000,-18.059338,22.795431,-50.427662,171.60278,38.10696,22.675097,-42.768898,178.62807
245815000,-18.370953,20.284828,-48.61018,135.02069,38.088844,15.93152,-25.514839,39.313938
246810000,-17.520123,13.477153,-49.008171,144.22252,38.143539,9.4005041,-21.897591,99.223221
247805000,-17.951248,9.5787392,-48.626781,72.440765,38.141369,3.042798,-19.159384,35.568996
248800000,-17.535887,3.8948352,-43.896317,132.29971,38.139122,-4.3732862,-29.261951,86.844788
249795000,-17.89258,-0.33456823,-47.285816,-113.03088,38.119598,-10.399316,-30.476053,-122.04308
250790000,-19.178448,-4.3311048,-45.846096,-17.096045,38.106094,-16.639835,-22.582632,-75.817757
251785000,-17.89905,-14.211069,-54.297726,120.37236,38.119297,-24.064585,-20.596401,58.726856
252780000,-18.413336,-21.123346,-48.726837,172.6002,38.037682,-30.580175,-25.247025,55.736591
253775000,-18.162497,-27.150148,-50.099915,-155.76416,38.026154,-37.548027,-23.839029,3.9155085
254770000,-18.305466,-29.422188,-45.636082,92.904411,38.117622,-43.803455,-21.157896,0.18899703
255765000,-17.804163,-33.279358,-50.042873,76.805733,38.120869,-50.558758,-26.667248,-18.969727
256760000,-18.210152,-38.425785,-47.684105,-66.14418,38.109856,-57.185928,-25.067223,119.78879
257755000,-18.267296,-45.982376,-48.131413,55.140766,38.088974,-63.766026,-32.982861,-10.038485
258750000,-18.106369,-53.281185,-50.89101,87.615051,38.098324,-70.287033,-20.28721,79.46228
259745000,-17.722389,-55.074444,-52.057507,-111.7133,38.127941,-77.574585,-15.653746,91.994682
260740000,-17.99362,-60.841713,-43.250183,35.241825,38.125088,-83.912209,-23.548471,73.075371
261735000,-17.482029,-67.213654,-61.709801,-131.41473,38.119556,-90.696121,-25.045969,72.431389
262730000,-17.931318,-68.675682,-47.590149,134.2878,38.175137,-96.946594,-32.282082,11.401148
263725000,-18.40523,-74.462921,-52.471069,-179.01459,38.215611,-103.71355,-24.126333,176.64792
264720000,-18.693478,-80.119873,-52.439018,-116.86459,38.139915,-110.08838,-23.180132,76.750664
265715000,-18.613737,-85.274376,-50.493595,175.10794,38.131817,-116.4867,-40.713787,23.64642
266710000,-18.07892,-88.900238,-59.261978,131.457,38.251495,-123.57357,-23.126816,-165.70122
267705000,-18.755482,-95.630829,-59.016438,132.01186,38.167473,-130.14301,-18.727051,36.965221
268700000,-17.643768,-100.22272,-45.162693,-3.8106654,38.092987,-137.48392,-34.799068,124.46992
269695000,-18.679522,-103.1758,-60.651535,3.2067063,38.263481,-144.16086,-31.130634,84.261642
270690000,-18.601887,-108.35107,-49.641994,160.50925,38.231274,-150.47038,-39.076557,-34.522541
271685000,-18.917017,-118.27749,-51.496319,-4.4475393,38.232922,-156.52432,-18.427999,-163.84392
272680000,-18.36706,-124.49718,-69.940247,1.6846057,38.126015,-163.29285,-34.348679,-121.53075
273675000,-18.707991,-129.13155,-45.989723,119.12999,38.213978,-169.53885,-24.784857,-66.196236
274670000,-19.640837,-132.62012,-46.928547,46.61301,38.268639,-176.39215,-25.419573,95.029388
275665000,-19.05529,-136.65285,-57.894276,-79.478966,38.208359,176.64844,-29.230919,22.109821
276660000,-18.992165,-141.89229,-48.185841,78.824348,38.188332,170.37381,-23.403173,40.396221
277655000,-18.410305,-153.52664,-55.958801,43.667828,38.190701,163.91795,-17.662123,76.155434
278650000,-18.898729,-153.4917,-53.839108,119.7404,38.22681,156.88167,-24.358364,58.503803
279645000,-18.940228,-161.67696,-43.86113,117.76965,38.263802,150.25891,-27.463154,-160.20807
280640000,-19.614336,-168.8208,-45.182861,-155.53024,38.269413,144.00879,-17.657557,-125.21144
281635000,-18.871424,-169.92732,-53.075478,-8.1783419,38.188286,137.01489,-18.877356,113.41553
282630000,-18.926424,-168.57384,-62.03458,97.902298,38.151665,130.28777,-28.104601,-87.436363
283625000,-19.457678,-179.44044,-53.5424,-62.775906,38.218784,123.78059,-23.482082,52.809711
284620000,-18.973434,178.57945,-57.931366,71.8451,38.155972,117.34637,-21.113316,50.221157
