!CSV A.01.01
!Keysight Technologies,P5024A,MY58100101,A.13.90.09
!Date: Friday, January 24, 2020 14:25:51
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
18008919,-1.5016415,147.18149,-63.61673,132.14091,-53.705727,151.18846,-4.1823869,110.13914
19008914.5,-1.5780485,135.50948,-60.330841,77.816574,-55.644791,-63.027176,-4.3103337,98.791046
20008910,-1.7183589,124.06304,-54.203659,110.56579,-48.966652,-23.669136,-4.3217616,88.938049
21008905.5,-1.8544271,112.50713,-57.99398,3.9466653,-52.987778,67.170441,-4.3727322,77.683586
22008901,-1.9330117,100.48941,-52.053841,136.67451,-57.156971,141.33682,-4.6138034,67.890282
23008896.5,-1.9927385,89.191917,-72.561111,-72.888,-55.994976,1.5493953,-4.5831814,56.842236
24008892,-2.1037118,77.384651,-56.037254,171.49464,-54.430573,114.56656,-4.7380943,47.448864
25008887.5,-2.1962075,65.701248,-58.27911,153.47322,-52.451332,49.787544,-4.8659568,37.793354
26008883,-2.4234467,54.616676,-69.652359,-53.334606,-55.571255,-22.956488,-4.7774777,27.881161
27008878.5,-2.3708956,42.381561,-53.991348,-46.842304,-54.758213,-44.476246,-4.9608483,17.608957
28008874,-2.5168326,31.436821,-53.350769,-28.520594,-56.131908,-147.70871,-5.016706,9.1217451
29008869.5,-2.6112499,19.661596,-55.629658,-143.89273,-52.607868,-60.772156,-4.9424891,-0.95746374
30008865,-2.5695965,7.9987192,-56.662685,145.85722,-54.836624,-27.583176,-5.1162033,-11.379054
31008860.5,-2.7109501,-3.6692507,-57.904755,-80.664009,-26.633804,-160.08401,-4.4136424,-18.579308
32008856,-2.720814,-15.679695,-48.390602,46.037155,-29.689541,37.819878,-4.2835898,-32.28236
33008851.5,-2.9406626,-28.156332,-50.939114,-57.470627,-31.405602,-142.74408,-5.3749251,-32.398865
34008847,-3.2028475,-39.72121,-47.942554,-68.508926,-37.275555,75.706268,-4.5643759,-49.122952
35008842.5,-3.1395619,-52.277939,-47.147442,-79.874603,-24.810705,-96.84919,-4.607234,-54.14724
36008838,-3.4231915,-64.811928,-58.49115,-149.52213,-36.407894,-39.560612,-5.2681103,-62.842937
37008833.5,-3.663888,-77.036957,-54.890316,-106.18628,-21.554024,-79.528801,-4.8784037,-84.995735
38008829,-3.8069153,-89.827972,-57.969833,-100.89069,-21.666477,95.601341,-4.3385034,-76.269943
39008824.5,-4.198596,-102.4062,-54.872055,-127.88363,-24.469574,-124.23613,-4.9344034,-85.569672
40008820,-4.5038972,-115.44534,-50.147568,29.993843,-26.761566,59.559872,-4.9698563,-109.22804
41008815.5,-4.8535385,-128.06024,-48.749176,26.374475,-26.218058,-90.31002,-4.8506813,-108.24744
42008811,-5.3203635,-139.85629,-53.702068,166.25401,-25.371323,87.276443,-5.2527337,-118.27216
43008806.5,-5.7277231,-151.0079,-66.405556,15.493417,-24.741047,-29.574368,-5.676981,-128.0645
44008802,-6.19556,-164.05678,-56.992447,17.567211,-23.113232,167.30359,-5.2936416,-132.21744
45008797.5,-6.7763524,-175.81213,-50.790859,65.099236,-29.177195,-56.753365,-4.2563806,-150.05783
46008793,-7.4254556,173.33379,-58.017811,-83.742325,-23.910324,-81.288177,-4.7579994,-154.66492
47008788.5,-7.8088632,161.73097,-58.649368,-131.72624,-32.900494,135.63208,-5.7244,-166.24799
48008784,-8.2571669,152.68292,-48.187523,147.85388,-24.980944,-18.75473,-4.8725886,-166.80814
49008779.5,-9.0024567,141.9319,-48.749641,2.3165095,-29.989962,83.560738,-4.9787478,-174.50533
50008775,-9.4613962,131.27115,-53.325218,59.751976,-26.868856,-62.735638,-5.1975603,-179.95064
51008770.5,-9.7857237,121.53396,-56.757153,-116.30599,-21.815145,-11.18847,-7.2530999,167.77173
52008766,-10.523029,111.67082,-54.646076,58.648739,-24.298145,35.822056,-5.3801708,163.11369
53008761.5,-10.830263,102.28627,-47.019966,-8.4368868,-20.131233,41.668972,-5.5183873,153.88544
54008757,-11.240608,94.399925,-72.303917,61.40192,-26.458338,-10.921272,-4.8193812,141.54018
55008752.5,-11.644205,83.580864,-56.436993,-125.97377,-27.449007,-158.97488,-5.2063231,136.41974
56008748,-12.292786,75.244263,-50.289593,-69.786453,-24.241259,21.626211,-4.7350912,125.23078
57008743.5,-12.489542,67.267204,-62.23439,158.37151,-24.9401,-5.1647754,-7.0747252,127.85356
58008739,-13.096879,60.58675,-59.231495,-44.671154,-28.339855,82.627533,-5.5911865,102.82903
59008734.5,-13.297728,51.648643,-51.499123,-110.5724,-23.860558,-156.07724,-5.6034989,100.43861
60008730,-13.913692,45.899242,-49.90955,-12.524847,-29.155508,-2.7657518,-4.5203867,91.991409
61008725.5,-14.386438,37.12352,-49.39185,-4.9046311,-21.151329,-124.45375,-4.4821997,80.058067
62008721,-14.621418,27.168362,-52.053509,-50.738811,-24.50386,177.23842,-6.2764664,72.783081
63008716.5,-14.3276,21.788815,-56.010265,-17.906397,-25.367094,68.150322,-5.8992052,74.240547
64008712,-14.937019,11.269812,-56.292194,11.684257,-23.511076,-89.013969,-5.629003,57.45853
65008707.5,-14.822365,7.5992184,-53.285656,-58.703114,-30.713461,137.27809,-5.5786204,45.770088
66008703,-15.415767,-1.0148318,-45.801353,170.38673,-24.764111,163.16112,-7.1191559,47.257244
67008698.5,-15.044691,-9.9617634,-53.333122,116.34908,-20.48637,-127.8035,-4.7418265,18.764908
68008694,-15.853889,-12.399698,-48.30064,-35.397476,-27.11825,84.194771,-7.6751585,40.464813
69008689.5,-16.194611,-20.87429,-45.561775,-95.041588,-31.552486,73.333237,-8.3743315,19.570055
70008685,-16.288092,-27.776817,-56.71077,-48.563221,-24.551563,13.227984,-7.9594193,7.7206984
71008680.5,-15.82291,-36.734825,-50.021423,84.754921,-39.2999,-9.5411625,-7.7763643,-7.8084259
72008676,-15.815392,-40.048969,-49.274231,-156.34248,-13.935125,-172.50832,-7.6987081,3.2593777
73008671.5,-16.600788,-48.313778,-59.537704,97.249725,-27.150364,15.822243,-10.854938,-26.677706
74008667,-16.630434,-55.270096,-65.79702,-112.66825,-27.129019,-0.44629133,-6.9773898,-25.641836
75008662.5,-17.103432,-59.062519,-60.429966,59.767006,-25.01272,154.73564,-8.6334686,-45.871696
76008658,-17.149567,-69.642334,-57.077057,-164.04507,-28.368227,-139.96082,-7.6525426,-56.116642
77008653.5,-17.54978,-74.287918,-54.462311,-88.223907,-22.892282,62.984058,-9.0115747,-48.057564
78008649,-17.121483,-82.470253,-53.051422,-42.322884,-34.530888,-42.59605,-8.9350376,-60.858879
79008644.5,-17.526951,-87.554321,-56.929657,87.096878,-23.665535,-16.331951,-10.248797,-54.653671
80008640,-17.509716,-93.995995,-57.871586,178.7092,-21.541529,87.627357,-11.490082,-77.454742
81008635.5,-17.341337,-101.94349,-59.936108,73.892883,-32.819466,41.422707,-10.366284,-75.160217
82008631,-17.562136,-109.36949,-49.447247,-133.40979,-20.093803,-111.00663,-12.498518,-82.712212
83008626.5,-18.069872,-114.64063,-55.013954,-43.432289,-20.807766,-170.37328,-12.131891,-47.662056
84008622,-18.052969,-119.896,-63.472336,35.963764,-15.558092,-171.17726,-15.149468,-88.466385
85008617.5,-17.74762,-124.31908,-50.622501,70.693436,-20.71015,-71.656471,-12.643558,-126.96111
86008613,-18.58889,-133.74214,-53.701199,-23.501938,-19.182003,-113.45892,-14.578676,-131.9584
87008608.5,-18.216986,-137.78267,-50.116638,125.27924,-16.273409,131.43915,-9.0806112,-140.27083
88008604,-18.559439,-145.2961,-64.675056,-161.8383,-17.680428,-8.1496849,-13.926533,-133.54068
89008599.5,-18.505117,-151.91473,-45.416924,22.206892,-21.191044,-41.872295,-12.54224,-130.97498
90008595,-18.795757,-159.30315,-54.317837,-99.550888,-25.038269,-70.420135,-11.587709,-162.98158
91008590.5,-18.691067,-166.67633,-49.207737,-0.82082528,-18.749199,83.400459,-12.718133,-142.60326
92008586,-18.750107,-173.65892,-48.171505,94.615097,-17.301535,84.477257,-10.168502,-155.97021
93008581.5,-18.341682,-179.01013,-50.873535,176.14525,-14.845377,-178.78078,-11.931755,-149.27278
94008577,-18.601803,177.59454,-55.837559,91.767563,-19.813583,160.63684,-10.972005,170.76492
95008572.5,-17.817972,169.69203,-58.464119,-79.322464,-16.370398,44.724697,-22.826515,-132.09218
96008568,-18.278694,159.37599,-56.567337,-68.251915,-22.026655,54.565018,-12.447153,171.1384
97008563.5,-18.725367,158.20181,-48.737556,81.629623,-17.947662,-3.1165981,-22.975531,154.66422
98008559,-18.466206,150.87338,-59.631531,109.44235,-19.510349,61.328575,-21.819479,-163.69954
99008554.5,-18.802679,144.32411,-49.029526,-170.1628,-24.54233,149.83861,-12.343263,-178.06506
100008550,-18.489225,137.35777,-59.409763,142.64536,-17.238533,62.389072,-20.532274,126.38231
101008545.5,-18.221743,132.52341,-53.25349,165.85492,-25.832481,179.76811,-24.379646,173.88368
102008541,-18.785683,123.89516,-54.810497,-174.94783,-30.124428,54.573647,-14.649056,155.19125
103008536.5,-18.336626,119.39026,-61.942715,-3.5957599,-16.927759,-2.8898728,-12.957211,166.88319
104008532,-18.364296,113.2462,-58.250278,-152.01703,-16.656988,-36.213417,-15.365907,126.27762
105008527.5,-18.471985,105.88942,-52.937347,-132.43011,-19.661886,11.997062,-16.587334,138.88031
106008523,-18.308777,98.152641,-48.956314,4.0185957,-19.661419,-158.6429,-13.684602,131.22121
107008518.5,-18.528986,88.417885,-55.306114,-88.393044,-18.808422,-58.856548,-14.451207,147.20665
108008514,-19.010429,88.276772,-60.657207,115.50932,-17.432198,-53.22834,-25.098154,-81.75518
109008509.5,-18.156528,81.015305,-50.820663,171.49815,-19.936535,-13.72206,-20.522055,-158.39554
110008505,-18.276091,75.434921,-54.075031,175.84258,-18.563921,-18.21312,-23.971708,114.13721
111008500.5,-18.33444,67.919617,-57.060532,121.83611,-13.911452,-100.68306,-22.327456,154.27592
112008496,-17.871128,66.739906,-57.45269,-124.54819,-15.480138,-50.148018,-15.361226,112.21542
113008491.5,-18.238064,57.57972,-51.678246,87.185577,-33.50872,-16.786074,-21.445852,140.52342
114008487,-18.201916,52.637379,-79.227493,35.403042,-14.784331,-148.02602,-18.906193,87.537437
115008482.5,-17.580776,45.364899,-53.264507,-16.133478,-18.019938,-178.76114,-15.537869,133.74207
116008478,-18.407318,40.06123,-56.735252,-49.258266,-24.82679,136.54616,-13.563788,81.450127
117008473.5,-18.181543,33.85775,-52.972488,128.42532,-17.590061,151.56557,-22.140915,111.42681
118008469,-17.786123,27.848734,-63.253887,-4.6983995,-22.28627,121.4946,-21.322681,-8.4439135
119008464.5,-18.380955,21.218929,-59.99276,168.17206,-15.648863,144.08734,-16.440481,150.05286
120008460,-18.065365,17.123098,-71.12999,94.487305,-42.172287,17.11437,-29.280602,16.323652
121008455.5,-17.718065,9.8891783,-51.111012,-160.56081,-14.967443,157.28915,-19.676191,107.1426
122008451,-17.611338,2.5216799,-52.014961,-177.49741,-16.050907,-163.61391,-12.831845,36.616833
123008446.5,-18.026297,-2.6235921,-55.888042,-108.11823,-15.337553,123.24673,-20.201075,62.694172
124008442,-17.596962,-6.7307615,-52.610214,144.10823,-13.191375,119.0065,-18.673159,69.024353
125008437.5,-17.791576,-13.436869,-56.203999,18.321283,-24.618626,98.20697,-22.382484,88.989693
126008433,-17.99926,-18.046133,-61.52116,-150.66667,-16.097118,119.6832,-19.254429,-17.452824
127008428.5,-17.663504,-26.252859,-51.842934,-19.335085,-17.268602,-23.28019,-16.08322,100.56082
128008424,-17.672493,-29.062828,-50.057285,72.970276,-15.22938,90.456161,-19.495928,80.221687
129008419.5,-18.109224,-35.046749,-54.668999,11.953201,-24.019485,52.506802,-17.935066,111.32056
130008415,-17.378798,-43.571098,-51.273666,53.433258,-18.978262,55.103817,-17.26232,98.392235
131008410.5,-17.762184,-48.64938,-56.624001,-108.32896,-15.420871,102.86094,-21.151251,-76.256729
132008406,-17.003788,-54.659672,-61.852707,19.515724,-21.580391,84.502335,-11.654819,64.629677
133008401.5,-18.176611,-61.86026,-54.103348,163.78337,-22.872732,55.171341,-30.914164,-4.5908351
134008397,-17.625746,-67.28054,-57.057613,-43.177624,-19.409182,-65.475174,-27.274675,-55.484852
135008392.5,-17.656183,-72.009483,-59.155941,-179.65041,-22.391588,-63.465942,-16.689327,-25.063765
136008388,-17.616739,-73.674072,-59.374451,44.275917,-14.247632,46.913078,-22.943071,15.72134
137008383.5,-17.338562,-83.214401,-53.139114,86.648109,-19.744686,28.599693,-37.055637,-7.6576753
138008379,-17.208761,-87.912018,-50.690651,61.933868,-21.227488,59.954105,-24.039158,155.9395
139008374.5,-17.534964,-95.077164,-53.793533,-34.778332,-23.337027,27.782938,-13.808243,36.186543
140008370,-17.728653,-98.129395,-53.709072,141.19852,-18.769741,-16.448088,-13.593297,-25.591099
141008365.5,-17.775995,-108.91995,-52.780697,-58.821857,-18.294968,-0.96012491,-21.00946,22.345705
142008361,-17.846928,-108.89842,-50.222374,-51.808708,-18.6805,-29.520227,-24.152117,-44.58445
143008356.5,-17.433971,-118.1501,-56.689907,-128.00864,-31.912752,-174.13095,-20.090136,-74.294403
144008352,-17.912388,-122.39664,-64.472244,75.21624,-14.130303,-25.068464,-16.197113,-7.8307085
145008347.5,-17.362398,-130.15634,-50.022091,166.51363,-14.927765,-77.581253,-17.120541,-79.233665
146008343,-17.897327,-133.56665,-56.170662,-62.455532,-12.125117,-85.38298,-27.26358,6.3047009
147008338.5,-17.082342,-142.01689,-49.222828,-138.76376,-20.420197,-96.782181,-17.910059,-39.189678
148008334,-17.943865,-151.61243,-50.93119,24.606852,-17.647202,174.2113,-19.136488,-79.44442
149008329.5,-17.686621,-155.47745,-59.465504,-94.582603,-25.287588,123.84142,-22.227325,-52.313057
150008325,-17.501547,-161.13513,-49.881157,93.078957,-18.399895,-147.31395,-24.150759,32.711449
151008320.5,-17.747606,-167.92648,-65.49794,-34.538067,-15.548203,-106.71454,-17.994364,-23.213072
152008316,-17.764757,-171.58286,-66.97686,166.02065,-23.267151,-39.217049,-13.504561,-81.844444
153008311.5,-17.763729,-178.93393,-53.476162,141.38632,-25.708033,-108.08992,-28.013453,-24.40486
154008307,-17.589409,175.98663,-53.959499,162.79037,-19.925695,155.82193,-13.084578,-25.655748
155008302.5,-17.711618,170.47476,-57.028324,167.75549,-15.476142,174.79207,-15.102676,-73.015839
156008298,-17.599844,166.81406,-51.231609,-109.03627,-38.497074,-126.12622,-33.489933,-45.060532
157008293.5,-17.649223,160.07896,-63.240097,52.6577,-15.582568,-98.5952,-32.468449,-74.587593
158008289,-17.615007,154.63708,-54.737053,-172.58719,-32.318306,-55.685261,-14.467891,-91.802551
159008284.5,-17.6164,145.00565,-59.867275,-106.92941,-21.268728,119.12626,-32.070145,-44.219315
160008280,-17.287085,141.22992,-49.521034,8.3612909,-18.825233,154.58286,-11.250902,-97.129639
161008275.5,-17.355803,135.89943,-51.002731,-57.067043,-19.845179,-141.03928,-20.289196,-144.97046
162008271,-17.195702,127.97873,-49.234917,-177.52336,-18.068739,-143.63145,-20.980494,-172.3378
163008266.5,-17.05475,124.81668,-53.566601,-35.338547,-22.032944,-179.74005,-16.658476,-108.79754
164008262,-16.966715,119.77949,-50.695515,-98.605217,-19.932438,26.560915,-19.277313,-169.65448
165008257.5,-17.439182,112.3674,-53.59726,83.219933,-25.815636,-73.509308,-20.503481,-118.40425
166008253,-17.286177,107.25247,-55.656311,65.880676,-19.61754,55.299656,-24.173601,-128.35846
167008248.5,-17.220066,101.55178,-59.412846,104.56694,-21.561663,87.876122,-16.878691,171.50468
168008244,-16.945461,95.193695,-51.607738,45.257015,-21.812996,116.15778,-26.373556,82.844093
169008239.5,-16.75268,91.878983,-52.022926,-120.71378,-19.773783,16.883387,-13.198253,-139.22063
170008235,-17.069693,86.884171,-56.092346,-46.319427,-23.219154,102.27647,-13.776512,150.6852
171008230.5,-16.636477,77.896439,-60.623764,152.58029,-22.952848,53.173679,-20.858093,-132.40907
172008226,-16.946404,74.960274,-59.079121,-27.918114,-19.750521,18.750546,-23.151442,-133.37936
173008221.5,-16.808397,69.204559,-54.705631,-165.88327,-15.92774,45.894096,-21.397108,-116.78223
174008217,-16.91581,60.861168,-53.166496,146.76181,-15.62925,54.198334,-13.374617,-150.20647
175008212.5,-16.750841,57.509716,-49.903229,105.37268,-20.263273,99.367325,-14.45037,159.04716
176008208,-16.518238,51.196918,-66.923264,-45.982292,-13.937677,49.117695,-14.951721,-158.81084
177008203.5,-16.955099,45.460815,-59.474068,46.532635,-19.023872,29.573072,-17.407015,166.42685
178008199,-17.428818,39.812435,-65.572159,81.862953,-19.41707,26.98415,-11.407952,140.48442
179008194.5,-16.877554,34.004436,-52.735367,-99.723686,-12.625812,50.552967,-28.909052,-136.3223
180008190,-17.449312,28.919926,-58.203793,-5.1835475,-26.997187,-9.8240442,-18.469982,66.235077
181008185.5,-17.103975,20.446863,-48.084629,25.373529,-18.589043,-16.782522,-19.074127,123.17181
182008181,-16.739058,16.913868,-65.903488,-99.773254,-15.737033,-4.2550521,-17.596794,146.87021
183008176.5,-16.664806,11.511048,-66.74707,68.34626,-18.487194,5.8959413,-18.823519,107.56084
184008172,-17.11121,4.2799249,-60.004475,-127.49123,-32.647861,-19.473116,-19.926928,110.49388
185008167.5,-16.285809,-0.70770329,-51.109001,68.183624,-13.082108,-47.036228,-19.869001,132.76425
186008163,-16.800135,-7.4116058,-50.073166,-78.178062,-15.813255,-77.396637,-13.840039,125.24122
187008158.5,-16.77537,-10.731154,-55.025131,-17.025646,-13.568503,-61.215721,-17.3332,97.333672
188008154,-16.951439,-17.018789,-49.46759,126.3957,-24.178699,22.700741,-12.050485,110.1201
189008149.5,-16.628674,-23.29565,-51.719189,-7.8985972,-20.647371,-110.76108,-17.340288,79.621719
190008145,-17.173965,-27.925249,-52.857014,-64.356468,-22.471407,-103.9899,-13.891939,110.57212
191008140.5,-17.170639,-34.134418,-51.651974,-121.86186,-18.732624,-76.821541,-14.077862,103.72227
192008136,-16.602262,-38.845776,-60.685928,167.54494,-25.07592,-60.156528,-14.609314,73.95945
193008131.5,-16.743029,-42.57954,-52.832821,-121.0407,-16.225286,-114.50546,-12.708369,37.1712
194008127,-17.000395,-48.943008,-51.131569,-133.98718,-19.844007,-113.05796,-14.096804,63.980949
195008122.5,-16.915287,-57.398296,-49.234089,-80.30584,-13.227481,-101.33665,-12.084806,114.14148
196008118,-16.841442,-63.385551,-56.700714,-75.261932,-16.774197,-130.83133,-12.487351,85.652298
197008113.5,-16.93959,-66.872879,-52.090912,67.982964,-18.595488,-167.22795,-26.92354,91.327164
198008109,-16.540888,-71.108047,-60.875656,-24.624973,-16.190323,-147.72095,-18.098726,-1.9635046
199008104.5,-17.031059,-78.409615,-58.756001,-4.2490635,-18.346704,-152.94308,-15.867635,29.249928
200008100,-17.303108,-81.729118,-63.294964,-86.189148,-19.309673,-164.32806,-15.528224,5.884551
201008095.5,-16.93236,-89.258614,-53.873981,-9.3832474,-25.268114,172.5264,-13.018981,16.509157
202008091,-16.972727,-94.849007,-51.60408,-48.542332,-18.592493,118.00896,-17.444813,-13.884175
203008086.5,-17.341068,-100.11774,-52.386524,50.858883,-19.992512,-121.84975,-13.61945,68.634041
204008082,-16.982489,-103.02082,-51.029331,78.370293,-21.291391,127.62266,-15.259028,-1.8201251
205008077.5,-17.058174,-111.308,-54.916626,-101.86964,-26.003502,-171.76578,-11.913432,14.631483
206008073,-17.185369,-117.2857,-51.060143,165.70746,-17.279957,179.95013,-13.564911,-5.6589055
207008068.5,-16.978809,-123.84472,-63.047611,-41.503429,-21.571754,34.8647,-27.835144,154.95714
208008064,-17.205715,-129.94527,-53.803688,3.4052913,-18.937346,128.65233,-17.669621,7.8297763
209008059.5,-17.527802,-136.41643,-54.634193,125.03664,-21.905352,94.071556,-16.376999,-16.370136
210008055,-17.353407,-140.98294,-53.041138,22.111267,-13.915123,119.80296,-15.790181,41.026608
211008050.5,-17.517395,-143.36252,-53.168514,118.10963,-16.959906,151.94676,-16.709677,-2.1569972
212008046,-17.543785,-152.51199,-60.929901,-0.28858769,-14.955424,125.96642,-13.546851,6.8230791
213008041.5,-17.845959,-160.1456,-72.898964,16.101841,-29.193533,-160.49982,-14.92436,17.501617
214008037,-17.261637,-164.24316,-62.724289,61.366135,-17.600666,88.705482,-15.237017,-59.227726
215008032.5,-17.651491,-170.1095,-53.507301,-56.448746,-18.545435,115.75041,-17.589079,-20.171509
216008028,-17.452173,-176.18057,-54.960979,-78.308571,-15.019843,54.365322,-11.745305,-81.194206
217008023.5,-17.481302,179.23383,-52.94112,34.203602,-20.091595,97.855095,-14.913077,-72.648277
218008019,-17.115129,174.21356,-52.659893,-179.64381,-14.728492,101.89018,-16.65029,-95.230667
219008014.5,-17.427755,167.75444,-49.314407,-66.343033,-24.346895,-19.923456,-12.900208,-102.34581
220008010,-17.214056,160.58292,-58.513714,-21.345194,-14.429307,59.727203,-14.733439,-64.539658
221008005.5,-17.388832,156.75627,-54.148167,66.003716,-18.8053,97.557793,-13.757172,-69.337044
222008001,-17.312176,151.50819,-63.89159,76.395081,-12.989289,26.441084,-15.229007,-67.221581
223007996.5,-17.458912,144.55261,-59.493309,24.835878,-20.77615,41.059856,-27.918692,-78.214249
224007992,-17.517796,141.12386,-49.053955,-27.694683,-14.910353,-5.1166925,-16.513475,-90.304115
225007987.5,-17.463709,135.61894,-51.764675,117.39049,-17.525759,13.868552,-14.772014,-134.12994
226007983,-17.635967,125.77677,-54.162212,-11.31057,-14.501606,-24.862984,-14.712895,-90.861885
227007978.5,-17.404341,122.61507,-57.389729,-56.619278,-21.673639,-9.4893017,-15.463783,-73.900688
228007974,-17.22027,116.48124,-51.604458,-49.612869,-17.834126,-58.258583,-14.024496,-153.22549
229007969.5,-18.331274,111.96438,-49.79755,132.4478,-19.41992,-32.520332,-11.586441,-120.66902
230007965,-17.582787,104.59118,-63.378605,-147.65967,-18.989084,8.6920328,-14.272094,-125.42017
231007960.5,-17.757536,99.216499,-44.43256,-96.098442,-14.55902,-16.081472,-22.968903,-152.02809
232007956,-17.436749,94.491341,-62.930401,179.64481,-14.960991,-79.751945,-19.697905,-153.04877
233007951.5,-17.042536,89.54348,-60.345646,-120.26508,-19.556509,-70.388039,-12.220403,-162.69655
234007947,-17.715878,84.389175,-52.825207,-153.26929,-12.372732,-47.525169,-12.383334,-158.91441
235007942.5,-17.678452,78.716339,-55.609859,-30.893116,-19.838343,-11.724878,-8.9632092,-156.82919
236007938,-17.40534,72.912628,-47.740116,-137.2755,-13.916674,-110.64291,-17.206375,-169.1389
237007933.5,-17.888935,70.248672,-55.033066,71.301765,-20.376038,-24.505541,-8.1616688,-179.94321
238007929,-16.94384,62.51141,-56.501247,81.821671,-22.232677,-120.58508,-12.0737,173.73207
239007924.5,-17.652674,57.327957,-49.522564,-104.88512,-15.227112,-117.19692,-21.20488,-157.59048
240007920,-17.436134,51.209908,-47.598053,-13.744888,-29.94574,-63.607292,-9.6902075,145.65234
241007915.5,-17.567789,47.845444,-48.947803,178.58731,-11.925852,-127.66998,-14.463526,177.61006
242007911,-17.924622,43.676628,-46.298439,39.68362,-28.313965,-33.952209,-15.390305,152.45113
243007906.5,-17.824959,35.785809,-50.411964,-18.185955,-13.78307,-114.16387,-12.070004,117.58731
244007902,-17.915394,31.701271,-57.119732,-151.4445,-18.484079,-103.66354,-19.688166,125.38776
245007897.5,-17.987019,23.327892,-48.734352,118.41029,-18.251835,-172.61273,-26.763268,80.447174
246007893,-17.563585,22.429836,-53.770981,110.03191,-15.263017,-133.37683,-19.540674,-175.84843
247007888.5,-17.652483,11.871764,-52.339729,-110.00452,-20.295206,-101.42529,-17.920885,-176.28267
248007884,-17.563097,7.7136979,-52.806461,-124.54864,-19.475822,-152.38152,-12.036739,111.79795
249007879.5,-17.715263,3.8094254,-54.761219,-85.149353,-15.319695,-172.88454,-14.890937,150.82057
250007875,-17.630476,0.18729803,-46.93763,16.607996,-15.350087,-172.39786,-14.185987,89.649414
251007870.5,-17.783676,-2.8343992,-60.298798,147.41634,-18.333473,160.68816,-13.772391,117.57339
252007866,-17.76848,-11.449892,-53.213718,115.7694,-13.425751,-171.71632,-14.767234,114.65897
253007861.5,-17.820072,-18.157543,-54.339096,140.83562,-17.766306,149.43979,-15.338425,113.71579
254007857,-18.12862,-20.495646,-70.60527,92.534836,-15.314731,164.42946,-15.289944,145.1474
255007852.5,-17.730795,-27.780231,-54.050503,75.895584,-12.173888,163.49255,-16.121784,87.949928
256007848,-18.077976,-34.895824,-55.937138,162.50111,-20.822088,158.71579,-15.384154,64.907562
257007843.5,-18.146402,-41.415241,-70.547546,-8.8168783,-16.337633,117.68291,-14.634367,59.041241
258007839,-17.784855,-46.159164,-52.240635,-102.70671,-20.721987,141.78453,-16.68502,97.195847
259007834.5,-18.277658,-45.820415,-52.466091,31.737379,-13.835562,140.03317,-14.307213,17.873251
260007830,-18.188818,-53.86768,-52.868126,35.851528,-21.751169,104.05051,-16.978746,37.082783
261007825.5,-18.763971,-57.162052,-54.319656,23.096317,-31.094931,122.0964,-13.140309,36.838123
262007821,-18.16877,-66.244156,-54.439117,-47.003857,-22.339697,140.87923,-13.446651,55.918446
263007816.5,-19.183237,-69.855675,-50.017658,-129.52936,-16.663778,103.92475,-14.600903,32.643425
264007812,-18.516184,-74.487137,-52.108517,82.676491,-17.00713,57.174324,-10.438599,16.604746
